,Unnamed: 0,utterance,emotion
15037,15037.0,"phir kahaa, ''saare mein joothe bartan padey hain",anger
15038,15038.0,iss ghar mein dharam-karam kuchh haye naheen,anger
15039,15039.0,pooja karke seedhe chaunke mein ghuso,anger
15040,15040.0,"phir unhone naukar koo pukara, jaba uttar naan milaa tou aeka baar aur uchch swar mein phir pati kii or dekh curr bolin",anger
15041,15041.0,bahuu ney bheja hoga bazar,anger
15042,15042.0,aur aeka lumby saans leey curr chup hoe raheen,anger
15043,15043.0,"vaha kaha rahee thee, ''saaraa dinn issie khich-khich mein nickle jaataa haye",anger
15044,15044.0,iss grihasthi kaa dhandha peetate-peetate umar beet gaee,anger
15045,15045.0,koee zaraa haath bhee naheen bataata,anger
15046,15046.0,padee rahati haye,anger
15047,15047.0,"basanti koo tou, phir kaho kii college jaanaa hotaa hain",anger
15048,15048.0,gajadhar baabu ney josh mein aakar basanti koo aavaaz dee,anger
15049,15049.0,"basanti bhaabhi key kamare seey nikali tou gajadhar baabu ney kahaa, ''basanti, aaj seey shaam kaa khaana banaane kii zimmedaari tum parr haye",anger
15050,15050.0,subah kaa bhojan tumhari bhaabhi banaayegi,anger
15051,15051.0,"usake jaane key baad usaki maan ney dheere seey kahaa, ''padhane kaa tou bahaana haye",anger
15052,15052.0,"kabhi jee hii naheen lagata, lagey kaise",anger
15053,15053.0,"sheela seey hii fursat naheen, badey badey ladke haye usa ghar mein, harr vakt vahan ghusa rehna mujhe naheen suhaata",anger
15054,15054.0,manaa karoo tou sunati naheen,anger
15055,15055.0,vaha bharsak usa kamare mein naheen jaate they,anger
15056,15056.0,"gajadhar baabu ney aahat, vismit drishti seey patni koo dekhaa",anger
15057,15057.0,"haan, badaa sukh haye naan bahuu seey",anger
15058,15058.0,"aaj rasoi karane gaee haye, dekho kyaa hotaa hain",anger
15059,15059.0,kahakar patni ney aankhe moondi aur sou gaee,anger
15060,15060.0,"gaadhi neend mein dooby unaki patni kaa bhaari shareer bahut bedaul aur kuroop lugg rahaa thaa, sriheen aur rookha thaa",anger
15061,15061.0,thodi dair mein laut curr aaee tou unakaa munh phoola huaa thaa,anger
15062,15062.0,"dekhaa bahuu koo, chauka khula chhod aaee, billi ney daal kii patili giraa dee",anger
15063,15063.0,"sabhi khaane koo haye, abb kyaa khilaaungi",anger
15064,15064.0,"vaha saans lene koo ruki aur bollie, ''aeka tarkaari aur chaar paraathe banaane mein saaraa dibba ghee undel rakh diyaa",anger
15065,15065.0,"zaraa-saa dard naheen hain, kamanewala haad tode aur yahaan cheezen lutein",anger
15066,15066.0,mujhe tou maloom thaa kii yeh sub kaam kissie key buss kaa naheen hain,anger
15067,15067.0,"gajadhar baabu chupchaap khaa curr uthh gaye parr narendra thaali sarka curr uthh khadaa huaa aur bolaa, ''main aisaa khaana naheen khaa sakata",anger
15068,15068.0,"basanti tunakkar bollie, ''tou naan khaao, kaun tumhari khushamad curr rahaa haye",anger
15069,15069.0,tumse khaana banaane koo kisane kahaa thaa,anger
15070,15070.0,narendra chillaya,anger
15071,15071.0,baabu jee koo baithe-baithe yahee soojhata haye,anger
15072,15072.0,"gajadhar baabu ney baad mein patni seey kahaa, ''itani badee ladki hoe gaee aur usey khaana banaane taka kaa sahoor naheen aayaa",anger
15073,15073.0,"arey aataa sub kuchh haye, karna naheen chaahati",anger
15074,15074.0,"agali shaam maan koo rasoi mein dekh kapade badal curr basanti baahar aaee tou baithak mein gajadhar baabu ney tonk diyaa, ''kahaan jaa rahee hoe",anger
15075,15075.0,"koee zaroorat naheen hain, andar jaa curr padho",anger
15076,15076.0,gajadhar baabu koo aur rosh huaa,anger
15077,15077.0,"unakaa kahana thaa kii gajadhar baabu hamesha baithak mein hii padey rahate hain, koee aaney-janewala hoe tou kaheen bithaane kii jagah naheen",anger
15078,15078.0,amar koo abb bhee vaha chhota-saa samajhate they aur mauke-bemauke toke dete they,anger
15079,15079.0,bahuu koo kaam karna padata thaa aur saas jaba-taba foohadpan parr taane detee rahati theen,anger
15080,15080.0,"patni ney sir hilaakar jataaya kii naheen, pahale amar ghar kaa malik bunn curr rahata thaa, bahuu koo koee roque-toke naan thee, amar key doston kaa praay: yaheen adda jamaa rahata thaa aur andar seey chaay nashta taiyar hoe curr jaataa thaa",anger
15081,15081.0,basanti koo bhee vahee achchha lagata thaa,anger
15082,15082.0,"patni swabhavanusar naukar kii shikayat curr rahee thee, ''kitna kamchor haye, bazar kii harr cheez mein paisa banaata haye, khaana khaane baithata haye tou khaata hii chalaa jaataa hain",anger
15083,15083.0,kyon,anger
15084,15084.0,"kahate hain, kharch bahut haye",anger
15085,15085.0,"aalasy mein uthh curr batti bhee naheen jalaai - iss baat seey bekhabar narendra maan seey kahane lagaa, ''amma, tum baabu jee seey kahati kyon naheen",anger
15086,15086.0,baithe-bithaaye kuchh naheen tou naukar hii chhudaa diyaa,anger
15087,15087.0,aggar baabu jee yeh samajhen kii main saikil parr genhuun rakh aataa pisaane jaaoonga tou mujhase yeh naheen hoga,anger
15088,15088.0,"haan amma,'' basanti kaa swar thaa, ''main college bhee jaauun aur laut curr ghar mein jhaadoo bhee lagaauun, yeh merey buss kii baat naheen hain",anger
15089,15089.0,"boodhe aadami hain'' amar bhunbhunaya, ''chupchaap padey rahein",anger
15090,15090.0,harr cheez mein dakhal kyon dete hain,anger
15091,15091.0,"patni ney badey vyang seey kahaa, ''aur kuchh naheen soojha tou tumhari bahuu koo hii chauke mein bhej diyaa",anger
15092,15092.0,vaha gaee tou pandrah dinn kaa raashan paanch dinn mein banaa curr rakh diyaa,anger
15093,15093.0,"bahuu kuchh kahey, isase pahale vaha chauke mein ghus gaee",anger
15094,15094.0,kuchh dair mein apani kothri mein aaee aur bijli jalaai tou gajadhar baabu koo lette dekh badee sitpitai,anger
15095,15095.0,"patni ney sakpakakar kahaa, ''main chaloongi tou yahaan kyaa hoga",anger
15096,15096.0,"pitaa kahate - saamaan vaheen rakhaa rahane dou, tumhara kyaa legaa",anger
15097,15097.0,vahan kaafee gard aur koodaa thaa,anger
15098,15098.0,‘‘main naheen maanata aise samaaj key vidhaan koo,anger
15099,15099.0,’’ phir tou panditji bhee pareshan hoe gaye,anger
15100,15100.0,"boley, ‘‘shaligramji",anger
15101,15101.0,aapaki mehmann mahila thheek kaha rahee hain,anger
15102,15102.0,’’ shaligramji biffer padey—‘‘aap sub aaj subah seey chitraji kaa parichay jaanane key liye pareshan hain,anger
15103,15103.0,aapke beach tarah-tarah kii atkalen lugg rahee hain,anger
15104,15104.0,tou suniye,anger
15105,15105.0,"vaha gully kaa sabse badaa piyakkad maanaa jaataa thaa aur aksar pee curr gully mein gaataa huaa chakkar lagaaya kartaa thaa, 'oh danta aaee hadd wings off angels, hear too spread aind haven word fly",anger
15106,15106.0,"usake shabd bachan kii samajh key baahar they, parantu uska swar usake hriday mein dahashat paida karane key liye kaafee thaa, 'oh danta aaee hadd wings off angels, hear too spread aind havenward fly",anger
15107,15107.0,"oh danta aaee hadd wings off angels...' uska chauda-chaukor chehra vaise hii bhayaanak thaa, apane dheele-dhaale kaale soot mein vaha aur bhayaanak dikhaai detaa thaa",anger
15108,15108.0,chechak key daagon aur jhurriyon seey bharaa uska chehra deemak khaai lakadi kii yaad dilaata thaa,anger
15109,15109.0,"vaha laali kii chitthi iss tarah padh curr sunata thaa, jaise vaha usake badey bhaai kii chitthi naan hoe curr gully seey kissie gair aadami key naam aaee kissie naavaakif aadami kii chitthi hoe",anger
15110,15110.0,harr baar usase chitthi sunkar vaha kudh jaati thee,anger
15111,15111.0,"maan, teraa chhota ladka kapoot haye naan",anger
15112,15112.0,"haan-haan'' vaha hatakane key swar mein kahati,''tuu kapoot haye",anger
15113,15113.0,chup raha khatam rakhna,anger
15114,15114.0,"vaha prashansa kii drishti seey usey dekhti hui kahati, 'badaa layak aeka tuu hii haye",anger
15115,15115.0,aur usake saath usake ajib-ajib dost ghar aayaa karate they,anger
15116,15116.0,"una logon kaa shayed koee thhor-thikaana naheen thaa, kyon kii way aatey tou dou-dou dinn vaheen padey rahate they aur khaane-peene mein nihaayat betkallufi seey kaam lete they",anger
15117,15117.0,"kaee baar way itane garam hoe jaate they kii lagata thaa, abhee aeka-doosare koo nonch daalenge, mugger sahasa usa uttejana key beach seey aeka kahakaha foot padata aur way uthh-uthh curr aeka-doosare seey bagalgir honey lagate",anger
15118,15118.0,kaee-kaee ghante ghar mein toofaan machaa rahata thaa,anger
15119,15119.0,abb jaise unheen kii vajah seey saaraa dinn gully mein chipad-chipad hoti rahati theen,anger
15120,15120.0,irawati ney usa parr aeka shikayat kii nazar dalkar darvaazaa bund curr liyaa,anger
15121,15121.0,"yeh spasht thaa kii vaha subah jiss haal mein sou curr uthaa thaa, abhee taka usee haal mein thaa aur abb taka usey munh-haath dhone kaa samay bhee naheen milaa thaa",anger
15122,15122.0,"vaha bolaa,''merey hisse kii joe baasi rotty rakhee thee, vaha toone kyon khaai",anger
15123,15123.0,merrie vaali rotty dey'' aur vaha maan kaa ghutana pakadkar baith gayaa,anger
15124,15124.0,merey pett seey nikaal leey apani baasi rotty,anger
15125,15125.0,"padhwane kyon naheen hain, main abhee sub sunata huun,'' kahakar binni andar chalaa gayaa aur card dhoondhkar leey aayaa",anger
15126,15126.0,tuu jaise vahan key sub doctors koo jaanati haye'',anger
15127,15127.0,usake chehare parr phir kathinata aaa gaee,anger
15128,15128.0,tuu chully jaayegi tou main akela kaise rahoonga,anger
15129,15129.0,"bachan ney vitrishna seey usake chehare koo dekhaa, jiska arth thaa kii kyaa teree rotty usaki zaan seey zyaadaa pyaari haye",anger
15130,15130.0,"tuu kaun ghar kii rotty parr rahata haye,'' munh seey usane itna hii kahaa",anger
15131,15131.0,"tuu rahane dey, main cull jaa raheen huun,'' bachan ney usey beach mein hii kaat diyaa",anger
15132,15132.0,"jaba raat koo taya hoe gayaa thaa, tou subah kahane kii kyaa zaroorat thee",anger
15133,15133.0,abb jaldi taiyar hoe jaa,anger
15134,15134.0,"ulti-seedhi russie baandhegi, kaheen seey motaa curr degi, kaheen seey patali",anger
15135,15135.0,"hutt jaa, main aeka minut mein baandh detaa huun",anger
15136,15136.0,aisaa bistar bandhega kii raasta-bhar teraa kholane koo bhee jee naheen chaahega'',anger
15137,15137.0,tere aaney seey pahale'' ''jhoothi,anger
15138,15138.0,aage tou kabhi itani jaldi nahee khaati'',anger
15139,15139.0,"karghe kaa kaam rook jaayega tou laakhon aadami bekaar hoe jaayenge aur jaise komal roein haath key kapade key hotey hain, vaise machini kapade naheen hoe sakate",anger
15140,15140.0,"yahee baat laali bhee kaha detaa haye --''maan, tuu kaam karegi tou ghar mein dou-dou naukar kiss liye hain",anger
15141,15141.0,usa aavaaz seey vaha kitna ghrina karati thee,anger
15142,15142.0,isamen naraz honey kii kyaa baat,anger
15143,15143.0,main tere kahane seey thode hii leey jaa rahee huun,anger
15144,15144.0,tou usase naheen aayaa jaataa thaa,anger
15145,15145.0,"tuu subah-subah uthkar chaay laae, vaah isase achchha haye main aap hii banaakar pee luun",anger
15146,15146.0,main abhee nahaai naheen,anger
15147,15147.0,abhee seey chaay pee luun,anger
15148,15148.0,"main abb usase koee gilla naheen kartaa,'' laali chidhe hue swar mein bolaa",anger
15149,15149.0,gafalat kii bhee hadd hoti haye,anger
15150,15150.0,iss ladke kaa gharwalon seey jaise koee rishta-naataa hii naheen haye,anger
15151,15151.0,yahaan rahkar bee.aeye. curr letaa tou kuchh bunn-banaa jaataa,anger
15152,15152.0,abb saahab zindagi bhar awaragardi karenge,anger
15153,15153.0,yeh ladka naan jaane kaba apana hosh rakhna seekhega,anger
15154,15154.0,apani zaan kii bhee tou fikr naheen kartaa,anger
15155,15155.0,kuchh hii dinon key baad vaha lobhi phir seey seelwa key paas pahuncha aur usake shesh daanton koo bhee nikaal curr leey jaane kii ichcha jataai,anger
15156,15156.0,"jainussanam jiddi tou thaa hii, kahane lagaa, amma, tum cassie baatein karati hoe",anger
15157,15157.0,aise sapane galat naheen hotey,anger
15158,15158.0,badey-badey nabiyon koo mahatvapurna baatein sapane hii mein dikhaai deen,anger
15159,15159.0,"murad ney usey dekh curr katu swar mein poochha, tum kaun hoe aur yahaan kiss liye aae hoe",anger
15160,15160.0,"sundari bollie, tumhen tou dukh hoe rahaa hoga kii ise tou main marane key liye chhod aayaa thaa, yeh phir merey sir parh gaee",anger
15161,15161.0,"loga middle paas curr dipty-collectory karate they aur aajkal kii taleem haye kii entrains taka angrezi pakar laken tees-chaalees seey aage naheen badh paate""",anger
15162,15162.0,"""kaun bee rakam thamaa dete hoe",anger
15163,15163.0,dou rupalli kiraya aur vaha bhee chhah-chhah maheene kaa bakaaya,anger
15164,15164.0,jaanate hoe lakeen kaa kyaa bhaav haye,anger
15165,15165.0,"naan hoe makaan chhon jaao""",anger
15166,15166.0,"amm vatan choun key pardes mein paan haye-aise rupiya choun dene key vaaste amm yahaan naheen aayaa haye, amara bhee baal-bachcha haye",anger
15167,15167.0,"chaar rose mein rupiya naee dega, tou abb tumara.... curr dega",anger
15168,15168.0,"paanchven dinn rupaya kahaan seey aaa jaataa""",anger
15169,15169.0,ghar pahunchane parr sunaa khaan aayaa thaa aur ghante-bhar taka dachodhi parr latake daree key parade koo dundey seey thhel-thelkar gaali detaa rahaa haye,anger
15170,15170.0,"rupaya lene gaye hain, khaan gaali dekar kahata-''naee, badjaat chor beetar mein chipa haye",anger
15171,15171.0,amm chaar ghante mein pirr aataa haye,anger
15172,15172.0,rupiya laker jaayega,anger
15173,15173.0,"rupiya naee dega, tou uska khaal utaarkar bajar mein betch dega",anger
15174,15174.0,...hamara rupiya kyaa araam kaa haye,anger
15175,15175.0,"chaar ghante seey pahale hii khaan kii pukaar sunai dee--''chaudari""",anger
15176,15176.0,khaan aag-babula hoe rahaa thaa--''paisa naheen dene kaa vaaste chipata haye,anger
15177,15177.0,... ''aeka-seey-aeka bateen hui teen gaaliyan aeka-saath khaan key munh seey pirbakhsh key purakhon-peeron key naam nickle gayeen,anger
15178,15178.0,iss bhayankar aaghaat seey paribakhsh kaa khandani rakt bhakak,anger
15179,15179.0,"khaan krodh mein dandaa fatkarkar kaha rahaa thaa--''paisa naheen denaa thaa, liyaa kyon",anger
15180,15180.0,tankhwah kidar mein jaataa,anger
15181,15181.0,arami amara paisa maarega,anger
15182,15182.0,amm tumara khaal kheench legaa.,anger
15183,15183.0,"paisa naee haye, tou ghar parr parada latka key sharifzada kaise banata",anger
15184,15184.0,".. .tum amko bibi kaa gaina dou, bartan dou, kuchh tou bhee dou, amm aise naee jaayega",anger
15185,15185.0,khaan aur aag hoe gayaa-''amm tumara duaa kyaa karega,anger
15186,15186.0,aeka paisa bhee ghar mein naheen,anger
15187,15187.0,"bartan bhee naheen,",anger
15188,15188.0,kapaan bhee naheen;,anger
15189,15189.0,tumara khaal kyaa karega,anger
15190,15190.0,uska tou jootaa bhee naee banega,anger
15191,15191.0,"tumara khaal seey tou yeh taat achcha""",anger
15192,15192.0,khaan ney' dyodhi parr latka daree kaa pardaa jhatak liyaa,anger
15193,15193.0,"vaha bollie, 'main tou rose tumhare paas aaney koo sochati thee kintu aggar tum merrie baat naan maanoge aur apani baat parr adey rahoge tou main naan aaoongi'",anger
15194,15194.0,usa ney poochha kii tumhin yeh haar betch rahey hoe,anger
15195,15195.0,"merey haan kahane parr usa ney kahaa kii yeh chori kaa maal haye, isiliye sastaa betch rahey hoe",anger
15196,15196.0,aggar usa seey achchi kahani naan sunai gaee tou tum chaaron kii mrityu nishchit haye,anger
15197,15197.0,"tuu khadee-khadee kyaa dekh rahee haye, yeh bechara saamaan key bhaar seey dabaa jaa rahaa haye",anger
15198,15198.0,tuu jaldi seey ise ander leey jaa aur iska saamaan utarava,anger
15199,15199.0,"mazdoor yeh sunkar badaa kruddh huaa aur bolaa, 'tum loga kaun badey dharmachari hoe",anger
15200,15200.0,tum logon ney daadhi-moonchhen mudaakar islam key niyamon kaa ullanghan naheen kiyaa,anger
15201,15201.0,tumhen merey vyavhaar parr aapatti karane aur mujhe nasihat dene kaa kyaa adhikaar haye',anger
15202,15202.0,striyon ney kahaa kii tum loga yeh bekaar kii bahas chhodo aur rung mein bhang naan karo; low khaao-pio,anger
15203,15203.0,phir usane saafi key haath seey aeka chabuk liyaa aur mazdoor seey kahaa kii aeka kutiya kii janjir ameena key haath mein dey aur doosari koo merey paas leey aaa,anger
15204,15204.0,"khalifa koo aisee zid savaar hui kii usane aise satparamarsh parr kaana naan diyaa aur mantri koo jhidak diyaa kii tum chup raho main subah taka prateeksha naheen curr sakata""",anger
15205,15205.0,usane sub logon seey poochha kii kyaa tum sub ney mazdoor seey kahaa thaa kii yeh baatein mujhase poochhe,anger
15206,15206.0,"zubaida ney kahaa, 'tum sabhi loga beiman hoe",anger
15207,15207.0,tum sub ney pratigya kii thee kii yahaan kii kissie baat key baare mein kuchh naan poochhoge aur tum apani utsukta parr bilkul sanyam naan curr sakey,anger
15208,15208.0,hamane dayaa karke tum sabako raat kaa thikaana diyaa aur tum aeka sadharan-see pratigya naan nibha sakey,anger
15209,15209.0,abb tumhara satkaar merey liye bilkul aavashyak naheen haye aur tum logon koo apane kiye kaa phal bhugatana chaahiye,anger
15210,15210.0,inn baaton mein jaraa-saa bhee jhooth huaa tou fauran usaki gardan maaree jaayegi,anger
15211,15211.0,joe aisaa naan karey tum uska sir udaa dou,anger
15212,15212.0,abhee tum inn logon key peechhe nangi talvaaren liye khade raho,anger
15213,15213.0,"usane kahaa main tujhe zaan seey naheen maar rahaa huun lekin dund diye bagair naheen chhodoonga, abb meraa jaadoo kaa khel dekh",anger
15214,15214.0,"aeka ney kahaa, abhee latth laa curr iska surr phod detaa huun",anger
15215,15215.0,"doosare ney kahaa, naheen, yeh aise naheen marega, main abhee teer chhodkar inca anta kiye detaa huun",anger
15216,15216.0,"usane kadak curr kahaa, 'yeh kyaa badtamiji haye, tumhen dund kaa bhaya naheen haye'",anger
15217,15217.0,badshah ney kahaa 'kyaa buck rahey hoe?,anger
15218,15218.0,bandar bhee kaheen likhata haye?',anger
15219,15219.0,mujhe dekhkar nakaab daal liyaa aur baap seey bigad curr bollie kii aapako kyaa hoe gayaa haye kii aparichit purush key saamane mujhe munh khole hue bulaa liyaa,anger
15220,15220.0,"badshah ney kahaa, 'tumhare hosh-hawas tou thikaane hain",anger
15221,15221.0,yahaan kaun mard haye sivaay merey,anger
15222,15222.0,aur tum hoe kii khud galati parr hoe aur mujhe dosh detee hoe',anger
15223,15223.0,"shahzadi ney kahaa, 'dusht, tujhe chaahiye thaa kii merey bulaane parr merey paas vinaypoorvak aataa",anger
15224,15224.0,teree yeh himmat kii mujhe daraane koo yeh roop rakh curr aayaa haye',anger
15225,15225.0,"shher bolaa, 'manushyon aur jinnon mein samjhauta huaa thaa kii aeka doosare key mamalon mein dakhal naan denge, toone usa samjhaute koo todaa haye'",anger
15226,15226.0,"shahzadi bollie, 'toone pahale vaha samjhauta todaa haye'",anger
15227,15227.0,shher ney garaj key kahaa kii teree iss gustakhi kaa majaa chakhaata huun joe toone mujhe yahaan aaney kii takleef dekar kii haye,anger
15228,15228.0,tuu turant yahaan seey munh kaalaa curr,anger
15229,15229.0,aggar tuu yahaan thodi dair taka bhee dikhaai diyaa tou main swayam koo naan sambhaal sakuungaa aur tujhe kathor dund doongaa,anger
15230,15230.0,akbar key aeka khaas darbari khwaja saraa koo apani vidya aur buddhi parr bahut abhimaan thaa,anger
15231,15231.0,birbal koo tou way apane saamane niraa baalak aur moorkh samajhate they,anger
15232,15232.0,aise golmol jawabon seey kaam naheen chalega janaab,anger
15233,15233.0,parr kabhi-kabhi uska mijaz germ hoe jaataa thaa aur vaha aape mein naan rahata thaa,anger
15234,15234.0,"usa haalat mein usey kissie baat kii sudhi naan rahati thee, mahawat kaa dabaav bhee naan maanata thaa",anger
15235,15235.0,raaja saahab ney vaha khabar sunee tou unhein bahut krodh aayaa,anger
15236,15236.0,yeh sochkar jore-jore seey chinghaadtaa aur uchhalata,anger
15237,15237.0,"pahale tou usane apani soond seey oopar kaa chhappar giraa diyaa, phir usey pairon seey raundkar choor-choor curr daalaa",anger
15238,15238.0,"baabaa bhaarati kuchh dair taka chup rahey aur kuchh samay pashchaat kuchh nishchay karke poore bull seey chillakar boley,",anger
15239,15239.0,zaraa thahar jaao,anger
15240,15240.0,"bhaaiyon mein bantware kii baat chully-''yeh tuu leey, vaha main luun, vaha main loonga, yeh tuu leey leey""",anger
15241,15241.0,chhota tunakkar bolaa-''yeh tou kabhi hoe naheen sakata,anger
15242,15242.0,davaaiyaan ghot-ghotkar tou unhein main hii detaa thaa,anger
15243,15243.0,"unaki nishani key taur parr main ise rakhunga""",anger
15244,15244.0,aeka koney mein paan kharal unhein chilla rahaa thaa,anger
15245,15245.0,vaha shore machata haye kii kaanon key parde futt jaaen,anger
15246,15246.0,iss parr pitaji koo gussa aaa gayaa,anger
15247,15247.0,"vaha uthh khein hue aur boley,",anger
15248,15248.0,dekhta huun yeye kaise yahaan rahati hain,anger
15249,15249.0,gauraiyaan merey aage kyaa cheej hain,anger
15250,15250.0,main abhee nikaal baahar kartaa huun,anger
15251,15251.0,"pitaji koo gussa aaa gayaa, isamen hansane kii kyaa baat haye",anger
15252,15252.0,taba pitaji koo aur bhee jyada gussa aaa gayaa aur vaha pahale seey bhee jyada oonchaa koodane lagey,anger
15253,15253.0,nikalengi kaise naheen,anger
15254,15254.0,pitaji laathi uthaaye parde key dundey kii or lapake,anger
15255,15255.0,tuu khaan kyaa dekh rahaa haye,anger
15256,15256.0,"jaa, donon daravaaze bund curr dey",anger
15257,15257.0,pitaji ney phir laathi uthaai aur gauraiyon parr hamla boll diyaa,anger
15258,15258.0,pitaji koo phir gussa aaa gayaa,anger
15259,15259.0,"maan madad tou karati naheen theen, baithi hanse jaa rahee theen",anger
15260,15260.0,abb tou pitaji gauraiyon parr pill peyne,anger
15261,15261.0,aur phir laathi jhulaate hue una parr toot peyne,anger
15262,15262.0,kyaa matlab,anger
15263,15263.0,main kaleen barbad karwa luun,anger
15264,15264.0,pitaji pareshan hoe uthhe,anger
15265,15265.0,aakhir koee kahaan taka laathi jhulaa sakata haye,anger
15266,15266.0,kii vaha gauraiyon kaa ghonsala nochkar nikaal denge,anger
15267,15267.0,"kissie koo sachmuch baahar nikaalana hoe, tou uska ghar toun denaa chaahiye,",anger
15268,15268.0,unhone gusse seey kahaa,anger
15269,15269.0,"ghonsale mein seey anek tinake baahar kii or latak rahey they, gauraiyon ney sajawat key liye maano jhaalar taang rakhee hoe",anger
15270,15270.0,munni key mukh parr irshya key,anger
15271,15271.0,tum logon kii jhooth bolane kii aadat hoti haye,anger
15272,15272.0,"dete hoge sabhi koo dou-dou paise mein, parr ehsan kaa bojhaa merey hii oopar laad rahey hoe",anger
15273,15273.0,"achchha, mujhe jyada vakt naheen, jaldi seey dou thho nikaal dou",anger
15274,15274.0,”aur tum tamasha dekh rahey hoe,anger
15275,15275.0,”naheen jee-- tumko…” krodh seey main kuchh aur kahane jaa rahaa thaa,anger
15276,15276.0,"main apane parr bahut kruddh hocker sochane lagaa, ”oh",anger
15277,15277.0,kitna swarthi huun main,anger
15278,15278.0,usake aeka rupaya paane parr main irshya karane lagaa thaa naan,anger
15279,15279.0,”taba bhee tum khel dikhalaane chaley aae,anger
15280,15280.0,"usane kahaa, ”naan kyon aataa",anger
15281,15281.0,"""abhee kuchh naheen lena haye, jaao""",anger
15282,15282.0,savitri bollie- ''parr heing laker karoongi kyaa,anger
15283,15283.0,"dher-see tou rakhee haye""",anger
15284,15284.0,"sabhi boll uthhe-''mutt lena maan, tum kabhi naan lena",anger
15285,15285.0,"jabardasti tole jaa rahaa haye""",anger
15286,15286.0,"beyne laken ney kahaa-''maan, tumane khaan koo vaise hii paintees paise dey diye",anger
15287,15287.0,"heing kii kuchh jarurat naheen thee""",anger
15288,15288.0,"chhota maan seey chikkar bolaa-''dou maan, paintees paise hamko bhee dou",anger
15289,15289.0,"humm binaa liye naan rahenge""",anger
15290,15290.0,"usane apani hansee dabaakar banawati krodh seey kahaa-''chalo-chalo, bee baatein banaane lugg gaye hoe",anger
15291,15291.0,"chhota kuchh paise cumm lene kii baat parr bigas paan-''kabhi naheen, main cumm paise naheen loonga""",anger
15292,15292.0,"usane sunaa, usake pati kissie seey kenne swar mein kaha rahey hain-",anger
15293,15293.0,"""kyaa kaam haye bheetar mutt jaao",anger
15294,15294.0,"yahaan aao""",anger
15295,15295.0,usey raha-rahkar apane parr krodh aaa rahaa thaa,anger
15296,15296.0,aakhir usane bachchon koo bheja hii kyon,anger
15297,15297.0,savitri pagal-see hoe gaee,anger
15298,15298.0,"haye bhagwan, kaise aadami seey merrie shaadi karwa dee joe mujhe aeka chhaata taka khareed curr naheen dey sakata",anger
15299,15299.0,cheekhate chillaate usane phir kanhaiya koo buraa bhalaa kahana shuru curr diyaa,anger
15300,15300.0,aeka mauka milaa thaa apane jeevan koo sudhaarne kaa aur tumane voe bhee haath seey nikaal diyaa,anger
15301,15301.0,maanga bhee tou kyaa sirf khet kii hariyali aur fasal kaa mahanga daam,anger
15302,15302.0,"arey, maangna hii thaa tou dhana, daulat, haveli maangate taaki baaki kii jindagi shaano shaukat seey gujarati",anger
15303,15303.0,aur saaree raat rotee kosati rahee kanhaiya koo,anger
15304,15304.0,mugger apane tunak mijaz koo kaise shaant curr sakati thee ” kyaa teesare vardan mein buss itna saa hii paisa maanga haye kyaa,anger
15305,15305.0,samajhaane kaa assar naan hotaa dekh jinn ney geetaa seey phir aeka aakhiri baar sochane koo kahaa tou geetaa kaa paaraa chachay gayaa,anger
15306,15306.0,aggar vardan puuraa naheen curr sakate tou vardan diyaa hii kyuun,anger
15307,15307.0,usey usa vaibhavata seey paripurna alishan makaan seey nafrat see honey lugg gayee,anger
15308,15308.0,"bevun, yeye hamaare ujjawal bhavishya kii shuruat naheen anta haye",anger
15309,15309.0,"saare jeevan kii jamaa kii hui poonji koo raakh kii tarah peyne dekh usaki antaratma taka kaanp uthee,",anger
15310,15310.0,"dill kii dhakanen thamane see luggy, aankhen tou maano pathra see gayee thee",anger
15311,15311.0,sandook seey uthate dhuen koo dekh gaanv vaale bhee ikattha hoe gaye,anger
15312,15312.0,jaba usa lakeen ney apani durdasha bataate hue aur samay maanga tou saahukaar ney kabbaan karane kii dhamki dee,anger
15313,15313.0,yeye kyaa tamasha haye,anger
15314,15314.0,rinku kii maan bhee usaki iss aadat seey tanga aaa chuki thee,anger
15315,15315.0,rinku koo aeka buri aadat thee,anger
15316,15316.0,jaba bhee kissie dusare bachche key paas koee khilauna dekhta voe usey toun detaa,anger
15317,15317.0,taba usaki mammi ney usake papa seey usaki khoob shikayat kii,anger
15318,15318.0,chilla key bolaa,anger
15319,15319.0,merrie kaar kisane toyin,anger
15320,15320.0,yeh suna shher gusse seey bhar bolaa,anger
15321,15321.0,kaun kahata haye kii main tumhe naheen maar sakata,anger
15322,15322.0,tum merrie praja hoe aur yeh tumhara kartavya haye kii apane raaja kii bhookh mitao,anger
15323,15323.0,memne kii yeye baat suna shher gurraya,anger
15324,15324.0,"meraa bhaai, kaun meraa bhaai",anger
15325,15325.0,"memne, teraa dimag tou kaheen kharaab naheen hoe gayaa",anger
15326,15326.0,main yahaan kaa raaja huun aur meraa koee bhee bhaai haye hii naheen,anger
15327,15327.0,gusse seey pagal shher ney poochha,anger
15328,15328.0,kahaan haye voe shher joe apane koo meraa bhaai bataata haye aur merey bhojan parr apana hahan jamaata haye,anger
15329,15329.0,"gusse seey laal peela tou pahale hii thaa, buss apana pratidvandi dekh shher apana aapaa",anger
15330,15330.0,aur mansik santulan khou baithaa,anger
15331,15331.0,mutter panir kaa naam sunate hii patni pareshan,anger
