,utterance,emotion
11869,aapse hamari vinati haye kii aap apane ghar parr hii rahaa karein,sadness
11870,"‘‘maharaj, aggar aap kripa karke merrie baat suna lein tou mujhe yaa aur jaanvaron koo dosh naheen",sadness
11871,"way tou jaanate they kii aeka chhota saa khargosh aapke bhojan key liye puuraa naheen padegaa, ‘isaliye unhone chhah khargosh bheje they",sadness
11872,lekin raaste mein hamein aeka aur shher mill gayaa,sadness
11873,usane paanch khargoshon koo markar khaa liyaa”,sadness
11874,"‘‘maharaj, vaha tou bahut hii badaa shher haye’’, khargosh ney kahaa, ‘‘vaha zameen key andar bunny aeka badee gufa mein seey nikla thaa",sadness
11875,vaha tou mujhe hii maarne jaa rahaa thaa,sadness
11876,“raat koo vaha bahut beemar hoe gaee theen,sadness
11877,"tumhare pitaji unhein aspatal leey gaye they, vaha abhee vaheen hain unaki haalat kaafee kharaab haye""",sadness
11878,varsha ritu thee,sadness
11879,vivash raicharan bachche kaa munn rakhane key liye ghutanon-ghutanon paani mein phool tonen lagaa,sadness
11880,"usane idhar-udhar dekhaa, pairon key neeche seey dharti nickle gaee",sadness
11881,"vaha raicharan koo alag leey gaee aur usase vinati karate hue kahane luggy – raicharan, tum mujhase jitna rupaya chaaho leey low, kintu paramatma key liye merrie dashaa parr taras khaakar meraa butch‍chaa mujhako vaapas curr dou",sadness
11882,usey koee santan naan thee aur naan hii santan honey kii koee sambhavana thee,sadness
11883,parantu iss laann-chaav mein vaha bahut bigas gayaa thaa,sadness
11884,kissie seey seedhe munh baat naan kartaa,sadness
11885,gaanv key laken usey laat saahab kahakar chheten,sadness
11886,"kaafee dinon key pashchaat vaha apane vridhd naukar raicharan koo dekhkar aashcharyachakit hui, purani sevaaon kaa vichaar karke usako raicharan parr taras aaa gayaa aur usase poochha – kyaa tum phir naukari karna chaahate hoe",sadness
11887,anukool baabu kii patni ney raicharan seey atyadhik vinati karate hue kahaa – mujhe bataao,sadness
11888,"raicharan ney thhandi usans bharkar kahaa – sarkaar, abb main kahaan jaauun",sadness
11889,"buun hoe gayaa huun, abb mujhe koee naukar bhee naan rakhega",sadness
11890,bhagwan key liye apane dwaar parr paan rahane deejiye,sadness
11891,"raicharan ney anukool baabu key paanv pakaten hue kahaa – sarkaar, mujhe naan nikaaliye, maine aapka butch‍chaa naheen churaaya thaa balki paramatma ney churaaya thaa",sadness
11892,"raicharan ney phir kahaa – sarkaar, meraa kuchh aparaadh naheen",sadness
11893,usake shareer mein zaan hii kahaan raha gaee thee,sadness
11894,hiran kaa peechha karane kii tou usaki himmat bhee naan hui,sadness
11895,shikaar vaha curr naheen paa rahaa thaa,sadness
11896,bhookhon marane kii naubat aaee hii samajho,sadness
11897,kyaa kiyaa jaae,sadness
11898,idhar-udhar bhatakane seey kyaa laabh,sadness
11899,"“swami, humm sabane milkar saaraa vann chhaan maaraa haye, kintu kaheen koee aisaa pashu naheen milaa kii jisako humm aapke sameep maarne key liye laa paate",sadness
11900,abb bhookh itani sataa rahee haye kii hamaare liye aeka bhee pug chalana kathin hoe gayaa haye,sadness
11901,aap beemar hain,sadness
11902,bechaare seedhe-saadhe kathnak oont ney jaba yeh dekhaa kii sabhi sevak apani zaan dene kii vinati curr rahey hain tou vaha bhee peechhe naheen rahaa,sadness
11903,"“swami, yeye sabhi aapke liye abhakshya hain",sadness
11904,"kissie kaa aakaar chhota haye, kissie key tej nakhun hain, kissie kii deh parr ghaney baal hain",sadness
11905,"” saadhu vinamrataapoorvak choohe seey judie apani pareshaaniyon key baare mein bhikshuk koo bataate hain, kii kaise chuha unake paas seey bhojan kissie naan kissie tarah seey churaa hii letaa haye,",sadness
11906,“yeh chuha kissie bhee billi yaa bandar koo haraa sakata haye aggar baat merey katore taka pahunchane kii hoe tou,sadness
11907,maine harr koshishen kii hain lekin voe harr baar kissie naan kissie tareeke seey bhojan churaa hii letaa haye,sadness
11908,"lekin jaba usane katore taka pahunchane kii koshish kii, taba vaha dhaam seey neech gir gayaa aur usey yeh ehsas huaa kii abb naan tou usake parr shakti haye, aur naan hii aatmavishvas",sadness
11909,"phir aae usa nagar key burey dinn, jaba aeka varsh bhaari varsha hui",sadness
11910,nadee ney apana raasta badal diyaa,sadness
11911,logon key liye peene kaa paani naan rahaa aur dekhate hii dekhate nagar veeraan hoe gayaa abb vaha jagah kewal choohon key layak raha gaee,sadness
11912,"choohon kaa bhaagya dekho, unake basane key baad nagar key baahar jameen seey aeka paani kaa strot foot padaa aur vaha aeka badaa jalaashay bunn gayaa",sadness
11913,usa jangal kshetra mein bhayaanak sookha padaa,sadness
11914,jeev-jantu paani kii talash mein idhar-udhar maare-maare firane lagey,sadness
11915,bhaari bharakam shareer vaale haathiyon kii tou durdasha hoe gaee,sadness
11916,haathiyon key bachche pyaas seey vyakul hocker chillaane vav dumm todane lagey,sadness
11917,khandahar nagar kii sadaken choohon key khoon-maans key keached seey lathpath hoe gaee,sadness
11918,musibat yaheen khatm naheen hui,sadness
11919,haathiyon kaa dall phir usee raaste seey lauta,sadness
11920,harr baar unake pairon taley kuchale jaakar hajaaron choohe marate hain,sadness
11921,yeh mooshak sanhaar bund naan huaa tou humm nasht hoe jaayenge,sadness
11922,"gajraj ney dukh bharey swar mein kahaa “mooshakraj, aapaki baat suna mujhe bahut shoke huaa",sadness
11923,hamein gyaan hii naheen thaa kii humm itna unnerth curr rahey hain,sadness
11924,kaun fande mein fanse haathi key nikat aayega,sadness
11925,vaha cheekha “yeh kaisa anyaay hain,sadness
11926,"gajraj, bataaie kyaa karun",sadness
11927,main aapako chhudaane key liye apani zaan bhee dey sakata huun,sadness
11928,usase kahana kii merrie saaree aas toot chuki hain,sadness
11929,"dekhiye naan, bharatwasiyon kii africa mein kyaa durdasha hoe rahee haye",sadness
11930,kyon amrika mein unhein ghusane naheen diyaa jaataa,sadness
11931,"bechaare sharaab naheen peete, chaar paise kusamay key liye bachaakar rakhate hain, jee todkar kaam karate hain, kissie seey ladaai-jhagada naheen karate, chaar baatein sunkar gumm khaa jaate hain phir bhee badnam hain",sadness
11932,aggar way eent kaa jawab patthar seey denaa seekh jaate tou shayed sabhya kahalaane lagate,sadness
11933,"isake binaa dosti kuchh fusafasi, kuchh halki-see rahati haye, phir jyada vishvaas naheen kiyaa jaa sakata",sadness
11934,"samajhe, malik ney hamein betch diyaa",sadness
11935,aggar ishwar ney unhein vaani dee hoti tou jhoori seey poochhate – tum humm garibon koo kyon nikaal rahey hoe,sadness
11936,hamane tou tumhari seva karane mein koee kasar naheen uthaa rakhee,sadness
11937,"aggar itani mehnat seey kaam naan chalata thaa, aur kaam leey lete",sadness
11938,hamein tou tumhari chaakari mein marr jaanaa kabool thaa,sadness
11939,hamane kabhi daane – chaare kii shikayat naheen kii,sadness
11940,"tumane joe kuchh khilaaya, vaha sir jhukaakar khaa liyaa, phir tumane hamein iss jalim key haath kyon bench diyaa",sadness
11941,dill bhaari hoe rahaa thaa,sadness
11942,"jise unhone apana ghar samajh rakhaa thaa, vaha aaj unase chhoot gayaa",sadness
11943,"yeh nayaa ghar, nayaa gaanv, nae aadami unhein begaane-seey lagate they",sadness
11944,"bailon ney naand mein munh daalaa tou feeka-feeka, naan koee chiknahat, naan koee russ",sadness
11945,kyaa khaaen,sadness
11946,“malkin mujhe maar hii daalengi”,sadness
11947,"“naa daadaa, peechhe seey tum bhee unheen kii-see kahoge”",sadness
11948,yahaan maar padee,sadness
11949,"aahat sammaan kii vyatha tou thee hii, usa parr milaa sookha bhusa",sadness
11950,galey mein badee-badee rassiyan naan hoteen tou donon pakadaai mein naan aatey. heera ney mook-bhasha mein kahaa – “bhagna vyarth haye”,sadness
11951,motee ney uttar diyaa – “tumhari tou isane zaan hii leey lii thee”,sadness
11952,“abki badee maar padegi”,sadness
11953,"“padane dou, bail kaa janm liyaa haye tou maar seey kahaan taka bachenge”",sadness
11954,"gayaa dou aadamiyon key saath daudaa aaa rahaa haye, donon key haathon mein laathiyan hain”",sadness
11955,usaki maan marr chuki thee,sadness
11956,"“lekin jaanate hoe, vaha pyaari ladki, joe hamein rotiyaan khilaati haye, usee kii ladki haye, joe iss ghar kaa malik haye, yeh bechari anath hoe jaayegi”",sadness
11957,"heera ney kahaa – “chalein tou, lekin cull iss anath parr aafat aaegi, sub issie parr sandeh karenge”",sadness
11958,"heera ney kahaa – “mujhe maloom hotaa haye, raah bhool gaye”",sadness
11959,“usey maar giraate tou duniya kyaa kahati,sadness
11960,inhin kii taraf aaa bhee rahaa haye,sadness
11961,kitni bhayankar soorat haye,sadness
11962,"motee ney mook-bhasha mein kahaa – “burey fanse, zaan bachegi",sadness
11963,koee upaay socho”,sadness
11964,"heera ney chintit swar mein kahaa – “apane ghamand mein phoola huaa haye, arju-vinati naan sunega”",sadness
11965,“bhaag kyon naan chalein”,sadness
11966,“bhagna kayarta haye”,sadness
11967,“aur joe daudaae”,sadness
11968,“tou phir koee upaaye socho jald”,sadness
11969,"samajh mein naan aataa thaa, yeh kaisa swami haye",sadness
11970,isase tou gayaa phir bhee achchha thaa,sadness
11971,"yahaan kaee bhainse theen, kaee bakariyan, kaee ghode, kaee gadhe, parr kissie key saamane chaara naan thaa, sub jameen parr murdon kii tarah padey they",sadness
11972,kaee tou itane kamjor hoe gaye they kii khade bhee naan hoe sakate they,sadness
11973,"saaraa dinn mitra faatak kii or taktaki lagaae rahate, parr koee chaara naan laker aataa dikhaai diyaa",sadness
11974,"taba donon ney deewaar kii namkeen mitty chaatani shuru kii, parr isase kyaa tripti hoti",sadness
11975,motee ney sir latakaae hue jawab diyaa – “mujhe tou maloom hotaa haye kii praan nickle rahey hain”,sadness
11976,“mujhase tou abb kuchh naheen hoga”,sadness
11977,"heera kaa uddanddapann dekhkar usey kaee dundey raseed kiye aur motee-see russie seey baandh diyaa. motee ney padey-padey kahaa – “aakhir maar khaai, kyaa milaa”",sadness
11978,“aisaa jore maarnaa kiss kaam kaa kii aur bandhan mein parh gaye”,sadness
11979,“zaan seey haath dhona padegaa”,sadness
11980,kissie kii deh mein zaan naheen haye,sadness
11981,dou-chaar dinn yahee haal rahaa tou marr jaayenge”,sadness
11982,aeka gadhe ney kahaa – “joe kaheen phir pakad liye jaaen”,sadness
11983,“hamein tou darr lagata haye,sadness
11984,"jaba vaha haar gayaa tou heera ney kahaa – “tum jaao, mujhe yaheen padaa rahane dou, shayed kaheen bhent hoe jaae”",sadness
11985,"heera ney kahaa – “bahut maar padegi, loga samajh jaayenge, yeh tumhari shararat haye”",sadness
11986,"donon itane durbal hoe gaye they kii uthaa taka naheen jaataa thaa, thathariyaan nickle aaeen theen",sadness
11987,"vaha kyon haye aur kyon tatol rahaa haye, iss vishay mein unhein koee sandeh naan huaa",sadness
11988,"heera ney kahaa – “gayaa key ghar seey naahak bhaage, abb tou zaan naan bachegi”",sadness
11989,"motee ney ashraddha key bhaav seey uttar diyaa – “kahate hain, bhagwan sabke oopar dayaa karate hain, unhein hamaare oopar dayaa kyon naheen aatee”",sadness
11990,“bhagwan key liye hamara jeena marna donon barabar haye,sadness
11991,"chalo, achchha hii haye, kuchh dinn usake paas tou rahenge",sadness
11992,aeka baar usa bhagwan ney usa ladki key roop mein hamein bachaaya thaa,sadness
11993,kyaa abb naan bachaayenge”,sadness
11994,"“yeh aadami chhuri chalaayega, dekh lena”",sadness
11995,heera ney kahaa – “main tou darr gayaa thaa kii kaheen tum gusse mein aakar maar naan baitho”,sadness
11996,“joe goli marwa dey”,sadness
11997,“hamari zaan koo koee zaan hii naheen samajhata”,sadness
11998,“isaliye kii humm itane seedhe hain”,sadness
11999,"kanya kii ayu avaidh gati seey bub rahee thee, isamen kissie koo shanka karane kii aavashyakta bee naheen;",sadness
12000,kintu isase bhee bee shanka iss baat kii thee kii kanya kii tulanaa mein dahej kii rakam abb bhee kaafee adhik thee,sadness
12001,main thahara varr apitu vivaah key vishay mein merrie raay seey avagat honah nitaant vyarth samajha gayaa,sadness
12002,"parinam yeh nikla kii merey sambandh mein shree prajaapati key donon hii paksh, kanya paksh aur varr paksh baar-baar bechain honey lagey",sadness
12003,"hamari janm-bhoomi mein joe purush aeka baar vivaah curr letaa haye, usake munn mein doosari baar vivaah karke rachnaatmak kaaryon mein koee jigyasa yaa udveg naheen hotaa aeka baar narr-maans kaa swaad lene parr usake prati bagh kii joe munn kii dashaa hoti haye, naari key vishay mein bahut kuchh vaisi hii haalat aeka baar vivaah curr lene vaale purush key munn kii bhee hoti haye",sadness
12004,main dekhta huun kii saaree duvidha aur dushchinta kaa theka aajkal key lakakon key hii naam chhoota haye,sadness
12005,"jiss vidyarthi koo admund work kii francisi kraanti kii ghor teekaon key paanch-saat pothe jabani ghotane houn, usake munn mein iss jaati key bhaavon kaa uthanaa nirarthak hii samajha jaayega",sadness
12006,"yadi text book kameti key dwara merey iss lekh key paas honey kii leshmatra bhee shanka hoti, tou sambhavat: aisaa kahane seey poorv hii sachet hoe jaataa",sadness
12007,parantu main yeh kyaa leey baithaa,sadness
12008,jise laker upanyaas likhane kii yojana banaa rahaa huun,sadness
12009,prabal akanksha thee kii vedna key joe kajrare megh gata kaee varshon seey munn mein chhaa rahey hain unhein kissie baishakhi sandhya kii toofani varsha key wegg dwara bilkul hii nishpraan curr doonga,sadness
12010,"taba usane ghoonsaa dikhaakar kahaa, ""sasur koo maartaa parr kyaa karun, haath bandhe hue hain",sadness
12011,"daravaaje key paas rukkar bolaa, ""zaraa bachchi koo naheen dekh sakata",sadness
12012,""" shayed usey yahee vishvaas thaa kii minnie abb bhee vaisi hii bachchi bunny hui haye",sadness
12013,"phir zaraa thaharkar bolaa, ""aapaki jaisi merrie bhee aeka betty hain",sadness
12014,main usaki yaad curr-karke aapaki bachchi key liye thodaa-saa meva leey aayaa kartaa huun,sadness
12015,main yahaan sauda bechane naheen aataa,sadness
12016,"apani betty iss yaad koo chhaati seey lagaakar, rahmat harr saal kalkatte key gully-koochon mein sauda bechane key liye aataa haye",sadness
12017,dekhkar merrie aankhen bhar aaeen,sadness
12018,"dekho betaa, tumhare teenon saathi dhanwan hain aur humm garib hain",sadness
12019,bhalaa dharti aur aasmaan kaa kyaa mell,sadness
12020,"bolaa, ""tum logon ney merrie khaatir naahak yeh musibat moll lii",sadness
12021,""" sabane usey dheeraj bandhaaya aur kahaa, ""naheen-naheen, yeh kaise hoe sakata haye kii hamara aeka saathi bhookha-pyasa bhatakata rahey aur humm apane-apane gharon mein mauj udaayen",sadness
12022,"""haye bhagwan, aggar tuu sachmuch kaheen haye tou merrie pukaar sunkar aaa jaa aur merrie madad curr",sadness
12023,merey mitra bhookhe hain,sadness
12024,unhein kuchh khaane koo dey dou,sadness
12025,aur chautha aam khanewale koo umar kaid kii sajaa bhogani padegi,sadness
12026,""" ""yahaan kaa raaja binaa santan key marr gayaa haye",sadness
12027,aeka taraf hutt jaao,sadness
12028,bechara rajkumar maare chinta key pareshan thaa,sadness
12029,meraa aeka bhee mitra vaapas naheen aayaa,sadness
12030,aise nagar mein naan rehna hii achchha,sadness
12031,kisan key ghar pahunchane key baad rajkumar ney dekhaa kii kisan kii haalat badee kharaab haye,sadness
12032,rose teen karod logon koo daan detaa thaa parr abb kaudi-kaudi key liye mohtaz huun,sadness
12033,main isake binaa kaise jee sakoongi,sadness
12034,dwarka kaa samachar laker bhaai arjun abhee taka naheen laute aur idhar kaal kii gati dekho,sadness
12035,sampoorn bhooton mein utpaat honey lagey hain,sadness
12036,nitya apashakun hotey hain,sadness
12037,akash mein ulkaapaat honey lagey hain aur prithvi mein bhookamp aaney lagey hain,sadness
12038,soorya kaa prakaash madhyam-saa hoe gayaa haye aur chandrama key ird-gird barambar mandal baithate hain,sadness
12039,akash key nakshatra aivam taare paraspar takra curr gir rahey hain,sadness
12040,prithvi parr barambar bijli girati haye,sadness
12041,badey-badey bavandar uthkar andhakaramay bhayankar aandhi utpann karate hain,sadness
12042,siarin suryodaya key sammukh munh karke chilla rahee hain,sadness
12043,kutte bilaav barambar rote hain,sadness
12044,"gadhe, ullu, kauve aur kabootar raat koo kathor shabd karate hain",sadness
12045,gauein nirantar aansuu bahaati hain,sadness
12046,ghrit mein agni prajjavalit karane kii shakti naheen raha gaee haye,sadness
12047,sarvatra srihinta prateet hoti haye,sadness
12048,inn sub baaton koo dekhkar meraa hriday dhadak rahaa haye,sadness
12049,naan jaane yeye apashakun kiss vipatti kii soochana dey rahey hain,sadness
12050,"kyaa bhagwan shrikrishnachandra iss lock koo chhodkar chaley gaye yaa anya koee duhkhadaai ghatana honey vaali haye""",sadness
12051,haye bhaai arjun,sadness
12052,"tumhari kaanti ksheen kyon hoe rahee haye aur tum sriheen kyon hoe rahey hoe""",sadness
12053,"hamaare priyatam bhagwan shrikrishnachandra ney hamein thhag liyaa,",sadness
12054,way hamein tyag curr iss lock seey chaley gaye,sadness
12055,"jinaki kripa seey merey param parakram key saamane devta bhee sir naheen uthaate they, merey usa param parakram koo bhee way apane saath leey gaye",sadness
12056,pranheen murde jaisi gati hoe gaee merrie,sadness
12057,"main dwarka seey bhagwan shrikrishnachandra kii patniyon koo hastinapur laa rahaa thaa, kintu maarg mein thode seey bheelon ney mujhe aeka nirbal kii bhaanti paraast curr diyaa",sadness
12058,main una ablaaon kii raksha naheen curr sakaa,sadness
12059,"merrie way hii bhujaaen hain, vahee rath haye, vahee ghode hain, vahee gandiv dhanush haye aur vahee baann hain, jinase maine badey-badey maharathiyon key sir baat kii baat mein udaa diye they",sadness
12060,"jiss arjun ney kabhi apane jeevan mein shatruon seey muhaki naheen khaai thee, vahee arjun aaj kayaron kii bhaanti bheelon seey parajit hoe gayaa",sadness
12061,unaki sampoorn patniyon tathaa dhana aadi koo bheel loga loot leey gaye aur main nihatthe kii bhaanti khadaa dekhta raha gayaa,sadness
12062,una bhagwan shrikrishnachandra key binaa merrie sampoorn shakti ksheen hoe gaee haye,sadness
12063,"aapane joe dwarka mein jinn yadavon kii kushal poochhi haye, way samast yadav brahmanon key shaap seey durbuddhi avastha koo praapt hoe gaye they aur way atee madira paan karke paraspar aeka-doosare koo maarte-maarte mrityu koo praapt hoe gaye",sadness
12064,"yeh sub unheen bhagwan shrikrishnachandra kii leela haye""",sadness
12065,"bhagwan shrikrishnachandra ney apane iss laukik shareer seey iss prithvi kaa bhaar utaar curr usey iss prakaar tyag diyaa, jiss prakaar koee kaante seey kaanta nikaalane key pashchaat una konon kaanton koo tyag detaa haye",sadness
12066,abb ghor kaliyug bhee aaney vaalaa haye,sadness
12067,udhar vidur ney bhee prabhaas kshetra mein bhagavanmay hocker shareer tyag diyaa aur apane yamlok koo prasthaan curr gaye,sadness
12068,"usane kahaa kii- ""merey paksh key logon seey kaha denaa kii main rajyaheen hoe jaane key kaaran sarovar mein pravesh curr gayaa huun""",sadness
12069,"duryodhan ney uttar mein kahaa kii- ""vaha bhayakrant praan-raksha key nimitt vahan naheen haye, apitu kuchh samay vishram karna chaahata haye tathaa usake paas rath ityaadi kii vyavastha bhee naheen haye",sadness
12070,apane bandhu-bandhavon key naash key uprant vaha mrigacharm dhaaran karane key liye utsuk haye,sadness
12071,"pandav mitrashunya dharti parr raajya karein""",sadness
12072,"way yudhishthir seey boley- ""aap logon mein seey bheem seey itar koee bhee duryodhan seey gadaa-yuddh karane yogya naheen haye",sadness
12073,aapane dayavash phir bhanyakar bhool kii haye,sadness
12074,"shrikrishna tathaa arjun ney paraspar vichaar-vimarsh kiyaa kii bheem adhik balwan haye tathaa duryodhan adhik kushal, att: dharmayuddh mein duryodhan koo paraast karna bahut kathin haye",sadness
12075,"unhone bheem seey kahaa kii- ""mitraheen duryodhan abb dayaa kaa paatr haye, upahaas kaa naheen, jisake tarpan key liye bhee koee shesh naheen bachaa haye",sadness
12076,""" yudhishthir ney duryodhan seey kshama-yaachana kii aur doo:khee honey lagey kii raajya paakar vidhwa bahuon-bhabhiyon koo kaise dekh sakenge",sadness
12077,arjun yadi tumane iss nirnaayak modd parr abhee karna koo naheen maaraa tou sambhavatah pandav usey kabhi bhee naheen maar sakenge aur yeh yuddh kabhi bhee naheen jeetaa jaa sakega,sadness
12078,taba arjun ney aeka daiviya astra kaa upayog karate hue karna kaa sir dhad seey alag curr diyaa,sadness
12079,poochhane parr unhone kahaa kii hamein kuchh yaad naheen kii hamane kyaa kahaa thaa,sadness
12080,mujhe tou iss baat seey badaa buraa lugg rahaa haye,sadness
12081,"manjhali bollie, mujhe bhee badaa buraa lugg rahaa haye",sadness
12082,"dayalu mantri ney usake pairon parr gir curr kahaa, prithvipal, aap kuchh nyaay-anyaay kaa vichaar karein",sadness
12083,isamen raani kaa kyaa aparaadh haye,sadness
12084,tou isake liye yeh karein kii malika key paas jaanaa chhod dein,sadness
12085,bechari malika bhee ishwariya ichcha samajh curr sub kuchh saha letee,sadness
12086,anta samay mein vaha inn teenon seey isase adhik kuchh naan kaha sakaa kii aapas mein mill-jula curr rehna,sadness
12087,"budhiya ney kahaa, malkin, merrie aapke saath baithane kii haisiyat bilkul naheen haye, lekin aapka anurodh taal bhee naheen sakati, isaliye baith rahee hain",sadness
12088,thuck bhee gaee hogi aur raaste mein kuchh khaaya bhee naheen hoga,sadness
12089,"vriddha ney kahaa, puuraa haal tou main naheen bataa sakati lekin itna bataa sakati huun kii iss desh mein kaheen bhee yeh cheejen naheen mill sakatin",sadness
12090,vaha iss chinta mein parh gaee kii uparyukt teenon cheejen kaise praapt kii jaaen,sadness
12091,tumhari kuchh tabiyat kharaab haye yaa koee baat tumhari marji key khilaf hoe gaee,sadness
12092,"parizad ney sir jhukaa curr kahaa, naheen, koee baat naheen haye",sadness
12093,kuchh aisaa haye jaroor joe tumhen dukh dey rahaa haye,sadness
12094,"jaba parizad ney dekhaa kii donon bhaai baat key jaanane parr adey hue hain tou usane kahaa, main tumhen isaliye naheen bataati thee kii joe main kahoongi usase tum chinta aur kasht mein parh jaaoge",sadness
12095,main bhee abhee taka yahee samajhati thee kii isamen koee kamee naheen haye kintu aaj mujhe teen cheejon key baare mein maloom huaa kii aggar yahaan aaa jaaen tou hamara mahal advitiya hoe jaae,sadness
12096,main issie chinta mein huun kii inhein kaise praapt karuun,sadness
12097,"abb parizad usey dekh curr rone luggy aur bollie, bhaiya, main bhee badee dusht huun joe apane jaraa-seey shauk key liye tumhen musibat mein fansaa rahee huun",sadness
12098,main apani maang vaapas letee huun,sadness
12099,abb kabhi teenon cheejon mein aeka kaa bhee ullekh naheen karoongi,sadness
12100,tum naan jaao,sadness
12101,aggar abb main suffer naheen kartaa tou hamesha merey dill mein yeh khatak rahegi kii main kier huun,sadness
12102,"parizad ney kahaa, yahaan humm loga bhee tou pareshan rahenge",sadness
12103,hamein naheen maloom hoe sakega kii tum kiss haal mein hoe,sadness
12104,lekin aggar isamen seey khoon kii buunden tapakane lagein tou samajh lena kii main jeevit naheen rahaa,sadness
12105,"phir vaha bolaa, haye tapasvi pitaa, tumhari baat merrie samajh mein bilkul naheen aaee",sadness
12106,inke kaaran tumhari soorat aadami key bajaay reechh jaisi maloom hoti haye,sadness
12107,"tapasvi ney kahaa, mujhe maloom tou haye lekin main tumhen isaliye naheen bataana chaahata kii tumhari seva key badale tumhen musibat mein naheen dalna chaahata",sadness
12108,"siddh ney kahaa, jahaan yeh cheejen hain vahan kaa maarg badaa bhayaavah haye, tumhari tarah beesiyon aadamiyon ney vahan jaane kii raah mujhase poochhi haye aur koee vaapas naheen lauta",sadness
12109,isaliye tumse kahata huun kii jahaan seey aae hoe vaapas chaley jaao,sadness
12110,"tapasvi ney kahaa, bete, yahee tou mushkil haye kii tumhen yuddh kaushal dikhaane kaa avsar naheen milega",sadness
12111,tumhen joe shatru milenge way saamane seey mukabala naheen karate balki chhupe taur parr vaar karate hain,sadness
12112,mujhe tumhari jawani parr afsos hoe rahaa haye,sadness
12113,aggar tumane aeka baar bhee darr curr peechhe kii or dekhaa tou tum aur tumhara ghodaa donon kaale patthar bunn jaayenge,sadness
12114,tumhen raah mein milnewale kaale patthar bhee tumhari tarah una teen cheejon kii khoj mein jaanewaale aadami they,sadness
12115,peechhe dekhane key kaaran way patthar bunn gaye hain,sadness
12116,maine yeh sub tumhen bataa jaroor diyaa haye lekin meraa abb bhee yahee kahana haye kii tum vaapas laut jaao,sadness
12117,main saaf dekh rahaa huun kii tum vahan gaye tou kaalaa patthar bunn curr raha jaaoge,sadness
12118,pervage ney haath seey khanjar fenk diyaa aur haay-haay karane lagaa,sadness
12119,"haay bhaiya, merrie nadani seey tumhari zaan gaee",sadness
12120,"haye bhagwan, tuu bhaiya koo jinda ghar lauta, chaahe merrie maut bhej dey",sadness
12121,"bhaiya naan rahey tou chidiya, pedh aur paani koo paa curr bhee main kyaa karoongi",sadness
12122,"mujhe yeh cheejen naheen chaahiye, mujhe aur bhee kuchh naheen chaahiye",sadness
12123,mujhe sirf meraa bhaai chaahiye,sadness
12124,"phir usane kahaa, parizad, abb rone-dhone seey kuchh naheen hoga",sadness
12125,badey bhaiya tum seey kuchh cumm bahadur naheen they,sadness
12126,"doosare dinn usake ravaana honey key samay parizad row curr bollie, badey bhaiya ney tou apani kushal jaanane koo aeka raah bhee bataai thee, tumhara haal mujhe kaise maloom hoga",sadness
12127,jiss dinn yeh aeka-doosare seey chipak jaaen aur maalaa naan ferry jaa sakey tou samajh lena kii main bhee duniya mein naheen rahaa,sadness
12128,"tapasvi ney kahaa, bete, vaha raah bahut khatarnak haye",sadness
12129,tum vahan jaane kaa irada naan karo aur yaheen seey laut jaao,sadness
12130,vahan seey abhee taka koee vaapas naheen aayaa haye,sadness
12131,vaha bhee naheen lauta haye,sadness
12132,"pervage ney kahaa, vaha meraa badaa bhaai thaa",sadness
12133,bahut-seey aadami merrie chetavani key bavjood usa raah parr gaye aur kaale patthar bunn curr vaheen parr raha gaye,sadness
12134,"siddh ney kahaa, main tumhare saath chala sakata tou koee baat naheen thee kintu budhaape key kaaran main naheen jaa sakuungaa",sadness
12135,tum zid karate hoe tou jaao,sadness
12136,parizad usa samay tou dukh key kaaran achet hoe gaee kintu baad mein hosh aaney parr usane faisala kiyaa kii donon bhaaiyon koo maut key munh mein bhejane key baad abb merey jeevan kaa bhee koee arth naheen haye,sadness
12137,abb tou yahaan seey yuun hii vaapas naheen jaa sakati,sadness
12138,"usane chidiya seey poochha, yahaan aaney kii raah mein merey donon badey bhaai kaale patthar baney padey hain",sadness
12139,main tou yeh naheen pehchaanati kii una pattharon mein kaun-seey merey bhaai hain,sadness
12140,"mahanubhavo, tum loga sou naheen rahey they, tum kaale patthar kii chattan bunn curr yahaan padey hue they",sadness
12141,"jaba mujhe chidiya, paani aur pedh kii tahani mill gaee tou inke milane seey bhee tumhare bagair mujhe buraa lugg rahaa thaa",sadness
12142,sub logon koo iss baat kaa badaa khed rahaa kii antim baar usey dhanyavaad naan dey sakey,sadness
12143,majburi mein way ghodon seey utare aur badshah koo jhuk curr salaam karane lagey,sadness
12144,hamaare pitaa naheen rahey,sadness
12145,"bahman ney nivedan kiyaa, sarkaar, hamaare pitaa asamay hii jaate rahey aur hamara nirdeshak koee naheen rahaa, isiliye humm logon kaa gyaan adhura haye aur anya naujavanon kii tarah hamse bhee bhool hoe jaati haye",sadness
12146,iss uddandata key liye kshama chaahate hain,sadness
12147,abb yeh donon ghabaraae,sadness
12148,"aakhir mein bahman ney kahaa, hamse badee bhool hui, humm apani bahan seey salah lena bilkul bhool gaye",sadness
12149,lekin way usa dinn bhee bhool gaye aur teesare dinn phir badshah key saamane lajjit hoe curr kahaa kii humm loga aaj bhee aapaki aagya kaa paalan karna bhool gaye,sadness
12150,usane kahaa kii yeh tou tumhara saubhagya haye kii badshah ney tumhen khaane parr bulaaya haye kintu tumane yeh badaa buraa kiyaa kii dou dinn taka badshah taka kii kahee hui baat koo bhoole rahey,sadness
