,utterance,emotion
15215,डिटेक्टिव ओमकारनाथ मेरे एक कविता का संग्रह खो गया है प्लीज,neutral
1222,नहीं नहीं श्री हेकल यहाँ कोई भी शोर नहीं बना रहा है।,neutral
1871,मैं तुम्हें कल भुगतान करूँगा।,neutral
9188,आई नोव,neutral
6023,उह प्रतीक्षा करें सुनो।,neutral
13275,मोम रोसेश ने शादी की है रीता के साथ,neutral
5832,एक कनाडाई सिक्का,neutral
5998,हे क्या आप ठीक हैं,neutral
8104,क्या वे पैनकेक की तरह खत्म होते हैं,neutral
14046,हाँ।,neutral
1427,मैं तुम्हें हूँ एक मिथुन हूँ।,neutral
2703,नहीं,neutral
13959,यू मीन रोल प्ले,neutral
8804,हैंह,neutral
9473,वह अखबार…,neutral
14344,क्या,neutral
3379,हां,neutral
2013,हैलो स्किडमार्क।,neutral
11899,मोनिशाकोम आई विल शो यू थे वॉशरूम,neutral
7692,हालांकि वह अपनी नींद में खुद के साथ खेलते हैं।,neutral
9937,नेही बा भेजती थी ना फ्रोजन चैपेथीज कभी कभी।,neutral
11677,अच्छा मोनिशा जो हुआ सो हुआ अब ब्लू लेबल स्कॉच को कौन ताल सकता हैं ये थिक हैं,neutral
97,ठीक जब हम वापस आते हैं तो आप इसे वीडियो पर देख सकते हैं।,neutral
4274,उम ठीक ठीक देखो।,neutral
5403,हाँ ठीक है वह परेशान करता है क्या वह ऐसा लगता है कि उसे कुछ भी पता चला है,neutral
3500,ओके बैरी के अक्षर। एडम रिटर के बॉक्सर शॉर्ट्स।,neutral
5240,यहाँ मैं हूँ।,neutral
4412,लोटसा बातें।,neutral
3427,हाँ,neutral
12194,क्या,neutral
16275,लेकिन नीलिमा ने तो कहा था की साहिल आपको अंदर भेज दिया था,neutral
182,ओके,neutral
10221,उष पार्टी मैं तोह मम्मी जी हम मे से किसी के लिए ही इनविटेशन नेही था,neutral
1719,वह भी था।,neutral
617,ओह मैं चाहता हूँ याद किया गिनती या कुछ।,neutral
8365,आप इसके बारे में चिकनी हो गए हैं।,neutral
2960,आप जानते हैं लोग शायद एक महान समय हो रहे हैं।,neutral
1565,हाँ हम,neutral
12040,ही गाइज,neutral
6193,ठीक है अब मैं अगर तुम दोनों बंद हो जाओगे।,neutral
296,Yeahyeah तुम लोग। यहाँ जाओ,neutral
3697,तो बस इसे downstairs वापस लाने क्या,neutral
11769,हाँ वो कॉफी कलर की हैं वो मोनिशा का रेड कलर की कर्टन्स के साथ कैसे मैच करेंगे,neutral
6263,ओके मैन।,neutral
14707,तुम पुलिस को फोन करो ओफो तुम तो गुंगे हो महेश तुम पुलिस को फोन करो इसे इशारों से समझाओ तलपत,neutral
1476,मैं तारीख को जाना चाहता हूँ।,neutral
10367,आलू के प्याज के गोबी के मेथी के मिर्ची के,neutral
1080,हाँ नमस्ते।,neutral
15144,मधुभाई आप की घड़ी की बैटरी वीक हो गई है,neutral
8938,मेरी बात छोड़िए ना,neutral
3106,Oky RachRachRach मुझे देखो मुझे देखो सब कुछ ठीक हो जाओ मुझे विश्वास करो।,neutral
4249,हम सिर्फ दोस्त हैं।,neutral
7143,महान।,neutral
7432,क्या,neutral
14023,आईटी आ पॉसिबिलिटी क्युकी तुम्हारी इन लापरवाहियोंसे मजबूर हो कर आई मे टेक थाट डिसीजन,neutral
2134,मैं जानता हूँ मैं मैं अंत की ओर याद रखता हूँ,neutral
10929,नेही नेही मैं राजशेखर इनामदार,neutral
11808,गरम पानी से नहाना शाम की चाई के साथ कॉर्नफ्लेक खाना और दिवाली में शर्ट पहन्ना,neutral
14996,साहिल सुनो ना रुको,neutral
805,नहीं शहद शहद इसे मेरे पास फेंक दें इसे मेरे पास फेंक दें।,neutral
14954,हेलो एमआरएस साराभाई,neutral
13883,मधुसूदन भाई,neutral
7674,ओके,neutral
5414,आओ।,neutral
1049,हाँ मैं क्या नहीं सोचता,neutral
6226,हम गीत गाते हैं।,neutral
11481,ओके,neutral
7169,I,neutral
13413,ढक्कन टाइट था,neutral
15950,माया मुरादाबाद,neutral
4966,नेस्टल टोलहाउस,neutral
16812,अहान मे तुमसे शादी करने आई हुन ओर तुमसे ही शादी करके रहूंगी अहान,neutral
4330,मैं उसे यह पसंद करता हूँ।,neutral
1498,सुनो मैं आपके पते को भूल गया क्या आप मुझे कॉल दे सकते हैं,neutral
5462,Hey Joey क्या वह लड़की जो आपको दूसरे दिन चल रही थी,neutral
14071,पिछले साल  प्लग्स और  स्विचेस दी थी।,neutral
1094,मैं उन लोगों में से एक हूं जो अपार्टमेंट के लिए आवेदन करते हैं।,neutral
16081,नई,neutral
1110,मैंने वास्तव में सोचा कि आप एक अच्छा बिंदु बनाते हैं। मेरा मतलब है जब तक आप काट नहीं गए।,neutral
4151,फ्यू करीब एक।,neutral
3260,नमस्ते क्या वह अभी फोन पर नहीं आ सकता ओह सही कोई समस्या नहीं। ओके,neutral
11235,केया,neutral
5202,मैं करने के लिए इस्तेमाल किया,neutral
16520,हाँ हाँ इनफैक्ट कल ही तो हम सीन शूट कर रहे थे कोर्ट मे जहां जज पूछता है के कामिनी देवी आपकी कोन लगती है ओर कोइंसिडेंस देखो कल सीरियल मे अमावस की रात भी थी तो वो एसे बेथ गयी ओर बोली बहूँ,neutral
1344,एक दाढ़ी और एक मूंछ।,neutral
5562,तो क्या आप दो साल में अपनी दूसरी शादी,neutral
16964,माफिया गैंग।,neutral
8762,कौन सी,neutral
6402,हां हां,neutral
9427,और टूथपेस्ट की पूरी ट्यूब भी,neutral
9429,जूठ मत बोल माया स्नेह निंद में ब्रश करना चाहा होगा और गलत थी से टूथपेस्ट अपने सर में लगा ली होगी,neutral
12045,और मोमा को मई अपनी लिखी हुई नई कविता देना चाहता हुन,neutral
15500,व्हाट बड़े खंडां का कुत्ता,neutral
5482,ठीक है आप देखते हैं बात यह है कि हम सिर्फ़ मिल गए हैं हम दयालु को सही बनाने के लिए एक शॉट है।,neutral
16690,मेरी कुच समझ मे नही आया,neutral
14516,क्या है,neutral
6209,ओह,neutral
11958,बी थे वे मोम ज़रा बताएंगी आप हुमे की शार्ट क्या थी,neutral
6969,एक बच्चा जो एक की नकल उठाया है,neutral
12414,एक सेकंडमई अभी आया,neutral
966,आपके पास  सेकंड हैं। और बिजली का दौर शुरू होता है जब वह एक फील्ड हॉकी गोली थी तो मोनिका,neutral
4474,उहहुह,neutral
1353,इसके अलावा हेहेहे,neutral
10153,चूहा डोंट यू रिमेंबर पिछले साल मोनिशा के घर पे मोटा सा चूहा आपने पूरे जॉइंट फैमिली को ले करके साथ मे रहने आ गेया था।,neutral
11001,ठीक से वजन करना,neutral
13759,मोनिशा नही उसका नाम मनीषा है,neutral
4414,क्या मैं आपकी मदद कर सकता हूँ,neutral
15558,नो नओनवईजी,neutral
13564,अचा,neutral
2491,ओह बस यह क्या यह वास्तव में मेरी गलती है,neutral
5650,Umm you बस मुझे बताओ कि आप सुबह में अपने अंडे कैसे पसंद करते हैं।,neutral
630,सुंदर,neutral
2292,क्यों,neutral
11038,ठीक हैं मैं रख लेती हुन आप इतना फोर्स कर रही ही की इलाबेन रख लेती हुन मैं।,neutral
11182,एप को वैसे भी थिक से कहा दिखाई देता हैं बा,neutral
11143,लेकिन क्यून बबला,neutral
1848,उह सुनो मुझे इस बात की आवश्यकता है कि जॉय ने दूसरे दिन उधार लिया था।,neutral
14907,दाद आपके बचने का एक चांस है।,neutral
1340,ओह नहीं उनमें से एक छिपे अर्थ गीतों के लिए देखो।,neutral
5327,मैं उसे क्यों कहूँ,neutral
13151,क्यू,neutral
6234,कृपया जाओ बस मुझे पता है कि क्या आपको हाथ की आवश्यकता है,neutral
6820,राहेल,neutral
7853,डैनी जल्दी कीजिये स्नान ठंडा हो रहा है,neutral
654,खैर वैसे भी मुझे बदलने के लिए मिला मैं,neutral
2738,याहनहीं माफी बंद करो यह ठीक है,neutral
6334,नहीं,neutral
9280,दोपहर  बजे से तुम दोनों,neutral
14450,मई उसकी गोल्डफिश ही हटवा डुंगी गोट इट,neutral
7339,I,neutral
7768,और वहाँ एक देश अर्जेंटीना कहा जाता है यह एक जगह मैं कभी नहीं देखा है।,neutral
1249,मुझे विश्वास है कि यह आपके बच्चे के पिता से संबंधित है।,neutral
6205,मुझे क्या करना है,neutral
11605,सर्टिफाइड इडियट,neutral
6052,मैं वापस पाने के लिए,neutral
13969,येस यू अरे ओके लेट्स स्टार्ट,neutral
7103,इसलिए अब ये सभी tuxedos हैं जो हम बनाते हैं और यदि आप कुछ भी पसंद करते हैं तो हम आपको एक सौदा बना सकते हैं।,neutral
983,Hmm आओ तुम सिर्फ उसे करने के लिए कहा है कि तुम,neutral
14675,हे आईटी अमर त्वंशु इफ यू डोंट माइंड से ही अमर त्वंशु,neutral
8751,ओओ चोकरियो चलो याह बंद गाडी वसूल वसूल कल सुबह खेलोगे तो चलेगा,neutral
14197,हम्म,neutral
13162,तो मम्मी जी से माना क्यों नहीं करते,neutral
7784,हे रैच क्या आप एक सम्मेलन में जाने की तरह महसूस करते हैं,neutral
14190,क्या सोन्या दीदी कैसे बाते करती है आप केक बची भी होती तो चलती कैसे उसके उपर हैप्पी बर्थडे साहिल लिखा होता ना।,neutral
7961,मुझे लगता है कि आखिरी बार हम वास्तव में बाहर लटका हुआ था जब हमारे मातापिता ने उस समुद्र तट के घर को एक साथ किराए पर लिया था।,neutral
15888,उस्से थोड़ा ज्यादा,neutral
6634,हैलो प्रिय।,neutral
9534,डक्टिंग प्रॉब्लम थेरे इस नो वेंटिलेशन ओएफ ऑटोमैटिक लिफ्ट एक्सप्लेन एक्सप्लेन सी रोसेश कोम हेरे प्लीज सपोज थाट रोसेश इस लिफ्ट एंड थिस इस हिस वेंटिलेशन ओपन यूर माउथ समटाइम्स व्हाट हैपन्स इस थाट थे माइस गेट ट्रैप्ड इन इट जस्ट थें थे एयर सर्कुलेशन ड्रॉप लिफ्ट मन डेड डैडी…,neutral
4004,थोड़ा,neutral
10494,श्रीफ  पाने,neutral
1880,कहीं भी नहीं जाना चाहिए मैं ठीक हो जाएगा।,neutral
5124,तो देखें।,neutral
5500,Umm Yum,neutral
14176,मोनिशा ये इस्से थोड़ा बड़ा सरप्राइज देना कहती है यू अंडरस्टैंड ना।,neutral
748,यहा अच्छी तरह से,neutral
6597,ठीक है मैं बाद में स्विंग करूँगा। क्या आप इस इमारत में रहते हैं,neutral
15288,उसके बाद टाटा बाई बाई सी यू सायोनारा नौघटी बॉय,neutral
4144,हे लोग।,neutral
8820,मधुभाई यहां कैसे आना हुआ,neutral
7855,हाँ ठीक है मैं आपको बाद में देखेंगे।,neutral
5210,एक दो तीन।,neutral
10154,तोह अभी भी वो वोही होंगे,neutral
13246,अचा किया,neutral
5708,गुड रनिन आज बैंक में तो आह यहां मेरी संख्या  है। मुझे कॉल करें। बाद में,neutral
8446,यह Phoebe है।,neutral
7226,मैं नहीं जानता,neutral
8868,उम्म सब गये हैं ना किसमी को ढूंढने के लिए चलिए आप चाई और कोरमोर खा लिजिए चलिए अरे हन उसमें कुछ जले हुए कोरमोर भी है उन्हें साइड में कर लिजिएगा हन,neutral
2874,यदि आप बाद में एक पेय प्राप्त करना चाहते हैं तो हम कर सकते हैं।,neutral
2558,मैं क्या जानता हूँ,neutral
9394,माया एक्सक्यूज मे या घर मेरा भी है,neutral
9648,इंस्पेक्टर साहब याह लिजिए चाई पानी,neutral
5591,क्या आप अभी ऐसा करना चाहते हैं,neutral
10948,केन कहता हैं,neutral
9757,पासपोर्ट पेरिस का टिकट क्रेडिट कार्ड,neutral
14213,अछा है गंगूराम।,neutral
2733,ओके,neutral
5125,बाय,neutral
6931,यहा ठीक स्कॉट,neutral
3498,क्या हम चीजों को फेंकना शुरू कर सकते हैं,neutral
14922,वेरी ब्रेव अचा सुनो तुम्हे नीचे जाना है वॉचमैन के साथ गपशप करनी है उसे बसी रखना है फिर जब साहिल बाबा दिनेश साहब की गाडी मे बेथ के जाएंगे वाहन से तो ज़ोर ज़ोर से बोलना ‘बाई बाई दिनेश साहब फिर आना’ समझी,neutral
2390,हाँ।,neutral
1491,मैं तुम्हें याद करता हूँ। मैं बदल गया हूँ।,neutral
2046,Okay Umbout और हाँ हम एक बच्चे हैं। लेकिन हम हैं,neutral
15298,यू अरे इन्द्रवर्धन पर हमारे माबाप ने तो हुमे चीखना चिल्लाना सिखाया ही नही इस मामले में हम थोड़े कमजोर है इसीलिए मई मोनिशा को अपने साथ लेकर जा रही हू,neutral
9538,यू’राई व्रोंग दाद आपकी बहुत इज्जत करती हैं और वह आपको चाहती हैं।,neutral
15332,हा,neutral
14443,और मोनिशा ने,neutral
2275,खैर मैंने कहा कि मैं,neutral
828,आप इसे बंद कर सकते हैं।,neutral
6067,Ookay apna apna apna,neutral
0,मैं भी मेरी कंपनी केएल से जीआर सिस्टम में संक्रमण पर बिंदु व्यक्ति था।,neutral
10045,मतलब,neutral
15983,ओ तो कब जाना होगा,neutral
4740,नहीं यह आप,neutral
11537,ट्यूजडे कल है ना,neutral
10106,सचिन तेंदुलकर,neutral
16058,वैसे   हजार का जड़ी माना देखे छुटकारा पाए सकती हो लेकिन,neutral
694,क्या,neutral
15447,अछा लेकिन दाद तो उसे बिना पट्टे की ही लेकर चले गये है,neutral
11663,वो  साल के थे,neutral
4850,ओह,neutral
2426,धन्यवाद।,neutral
2208,उम यह एक छोटा सा समारोह होने जा रहा है।,neutral
10455,मई गरमा गरम बिरियानी ले कर आई हू और वैसे भी आज तोह उपबास भी नेही है,neutral
4636,क्या मैं आपसे एक दूसरे के लिए बात कर सकता हूं,neutral
14368,डैडी जी बताइए ना।,neutral
15672,क्या है ना डार्लिंग की आज मैं बहुत थक गयी हूँ आज बाहर बहुत काम था ना,neutral
3267,उहहुह सबसे पहले आप हमें बताते हैं कि आपको सभी भूमि में सबसे सुंदर फीता कहाँ मिला है।,neutral
13494,एह देखो एह असली है के नही  एनू बताइए,neutral
5575,कोई समस्या नहीं।,neutral
3386,ओह मेरा मतलब है कि वह उसके लिए इंतजार करने वाले शादी में होना चाहिए और लोग फुसफुसा हो जाएंगे ओह कि गरीब लड़की।,neutral
14576,सुबह उठ के धुध पी लूंगा नीचे गिरी हुई खाने की चीज टीशर्ट से पोंच कर नही खाऊंगा वाशिंग मशीन मे जब सॉक्स डालूंगा तो साथ मे जूते नही डालूंगा,neutral
4672,फिर मैं मैं तुमसे पूछता हूँ कि तुम इसे नीचे रखने के लिए।,neutral
15403,ओह अल्ल थाट इस बल्दरदाश थ फ्लोर के एमआर वाडिया तो सारा दिन चेकटे रहते है,neutral
4982,हम क्या प्राप्त कर सकते हैं,neutral
2135,Oh Phoebe that,neutral
5451,आप शर्त शायद कुछ समय,neutral
16872,अरे वो हिल्टन टावर के  माले के टेरेस फ्लैट मे रहती है,neutral
8135,कुछ नहीं उम यह सिर्फ उम है  यह रोजर है।,neutral
8132,हे,neutral
13314,सूटकेस साथ लेकर,neutral
4409,क्या चाबियाँ हैं,neutral
16086,रोसेश रोसेश इंदु तुमने रोसेश को कही देखा हैं,neutral
7751,आओ करो।,neutral
1854,क्या है मुझे लगता है कि मैं पास करूँगा।,neutral
6644,ठीक है मैं,neutral
8264,क्या आपके पास एक योजना है,neutral
4228,तो व्हाडिया को लगता है जॉर्ज जैसा है,neutral
3175,मुझे कुछ दूध की जरूरत है।,neutral
8111,नहीं,neutral
433,ठीक है हम महान लोग हैं।,neutral
10602,प्रॉब्लम क्या थी,neutral
15316,हा आप जाइए और ओओ या आह भेज दीजिए,neutral
10891,इलाबेन,neutral
11788,हे सर्वेंट थे नौकर गिव गोल्डचेन तो ओनर,neutral
14067,वो तो अछा है की मई छोटी छोटी बातों में बुरा नही मानता वरना चला जाता याहा से टूलकिट कहा है रोसेश,neutral
2742,ओह,neutral
407,तो क्या तुम,neutral
8198,धन्यवाद। बस अपने आप को आरामदायक बनाते हैं।,neutral
14694,वो नाटक मे अंधा है रियल लाइफ मे सिर्फ इडियट है ओके पढ़ो,neutral
6033,गहरा प्रभाव,neutral
1590,आह इसलिए यह एक आधा कैफे डबल लंबा आसान हेज़ल अखरोट गैरवसा कोई फोम नहीं है जिसमें चाबुक अतिरिक्त गर्म लेट दाएं,neutral
11469,कोम ओन अब गेट यूपी ओर मेरे ली दूध लाओ,neutral
3322,मैं एक डॉक्टर क्लिफ हूँ एक गणितज्ञ नहीं।,neutral
6662,अच्छा मुझे वास्तव में टोपी पहनना शुरू करना चाहिए,neutral
13475,इतना अंधा,neutral
615,क्या हुआ,neutral
2196,हाँ मुझे लगता है कि मैं इसका उपयोग कर सकता हूं। मैं कह सकता हूं कि आपका प्यार मुझे चंद्रमा पर भेज देता है।,neutral
9388,एब्सोल्यूटली तुमने जानबूझकर मारा राइट,neutral
8292,ओके शहद आपको एहसास है कि वह केवल बर्फ की तरह स्पिन करती है।,neutral
2014,यह,neutral
5388,मैं तुम्हें बता रहा हूँ साल अब से स्कूली बच्चों को यह सब समय की सबसे बड़ी पहली तारीखों में से एक के रूप में अध्ययन करेगा।,neutral
3867,कौन,neutral
13807,मोम्मा सी फेसिंग रूम बुक करवाऊं के सिली फेसिंग,neutral
395,रास्ते में रॉस आपके सामान के एक बॉक्स से गिरा।,neutral
12642,हेलो,neutral
1423,पसंदीदा रिटर्निंग पुरुष चरित्र की श्रेणी में नामांकित व्यक्ति हैं जॉन व्हीलर से,neutral
1316,नहीं,neutral
12423,स्पीकिंग व्होएस थिस,neutral
2092,हम वापस हमारे चलने से आते हैं और फोन रिंगिंग था।,neutral
9542,टोटली सोबर दाद।,neutral
15223,हेहे थैंक यू वेरी मुच आई एएम गोइंग,neutral
7501,मेरा मतलब है वहाँ,neutral
11468,अरे लेकिन जनरल नौलेज तो होना चाहिय ना साहिल,neutral
8207,आपका पहला दिन कैसा था,neutral
11094,हो गेया इंद्रवदन,neutral
5147,क्या आप उसे प्यार करते हैं,neutral
382,नहीं यह केवल छह साल का है।,neutral
11384,नो नीड,neutral
1961,खैर मुझे ऐसा नहीं करना चाहिए मैं,neutral
965,ओके,neutral
12970,में सिर्फ स्टील और लोहा लेती है,neutral
4545,आप क्या कर रहे हैं,neutral
5067,ठीक है ठीक है। यह थोड़ी देर के लिए चल सकता है।,neutral
4043,बेशक बेशक।,neutral
8989,नही माया आई एएम वेरी सीरियस अगर वहन बाहर पार्क करना बिल्डिंग धर्म है तो यमराज तो धर्मराज है उन्होंने इस आज्ञा का पालन अवश्य किया होगा,neutral
9396,ओक लेकिन मेरा कसूर क्या है याह तो बताओ,neutral
7979,ओके सब ठीक है इसलिए आपका एक घास का मैदान में आकाश में लाखों सितारे।,neutral
3834,Eh,neutral
11641,नही दादीजी मैने श्रीफ मम्मीजी को एक पौंछा खरीदने से रोका।,neutral
11026,नेही नेही माया और मात दे ठांड हैं ना गला खरप हो जाएगा।,neutral
1085,ओह और इसमें एक बच्चा था।,neutral
16914,और मेरी बेटी चिंकू की तो परीक्षा थी,neutral
1682,जब आप घर आ रहे हैं,neutral
1092,गुड शाम सर।,neutral
16894,तुम्हारी शादी की डेडलाइन मे सिर्फ  घंटे बचे है तुम्हे अभी के अभी पनवेल नाका के बाबुलनाथ मंदिर मे जाना है ओर वाहन तुम्हे अपनी लाइफ पार्टनर आज रात  बजे से पहले मिल जाएगी।,neutral
9915,ओके आई अंडरस्टैंड तुमलोग काम करो और मई बाथे बाथे टीवी देखू अच्छा नेही लगता,neutral
5146,मुझे पता है।,neutral
10677,मोम एक बात बताइयें अगर चिराग से निकला हुया जेनी आपको कही मिल जाए और वो आपको तीन विश देती हैं तो आप कोंसी विश मांगोगे,neutral
9501,माया,neutral
7408,Aww धन्यवाद। Uh Rach,neutral
13101,यही के बॉलीवुड इस ओवर हार्वर्ड  एक्टर्स डॉक्टरों से ज्यादा फेमस होते है,neutral
5278,ठीक है कि सबसे अच्छा हिस्सा है। Umm,neutral
15106,माया अब तुम इस वक्त कहन मिडल क्लास की मरावत करने बैठ गई,neutral
3930,Oh yknow,neutral
16458,हैला आखिर मिल ही ग्या ये निगोड़ा,neutral
10550,ओह गोद ये नाग इसके पहले किस्सी को कुच करे तो कोई कुच तो करो,neutral
9685,आपकी चाई में सॉस कितने चम्मच डालू,neutral
854,इसे जाने दें रॉस।,neutral
2456,ओह हाँ कौन आपको पसंद है,neutral
4960,क्या आप जानते हैं देखें,neutral
7663,मैं अपने आप में थोड़ा जल्दी मिल गया।,neutral
12520,कोन जगताप शर्मा,neutral
6832,,neutral
6424,हुह,neutral
1858,तो क्या,neutral
5343,वह कभी एक महिला को पसंद नहीं कर सकता।,neutral
4166,मैं आपसे बात करता हूँ,neutral
6877,ओके,neutral
4863,हाँ नहीं मैं यह पर्याप्त उपहार है।,neutral
12982,ये सर्टिफिकेट किस बात का है,neutral
7536,तो क्या खरीदारी आपको रॉस के बारे में बेहतर महसूस करती है,neutral
5063,जाहिर है तो हम कैसे तय करते हैं,neutral
16813,आप कोन,neutral
2577,क्यों,neutral
7523,यह था।,neutral
3355,तुम जाओ,neutral
7263,एक स्विफ्ट किक और वह वापस आ जाएगा।,neutral
16278,उसे रिलैक्स करवाने के लिए,neutral
9052,गेट यूपी तो सेम है पेर थोड़ा सा फोर फरक था वह हैंडसम थे की उनकी पावरफुल पर्सनैलिटी थी बोलते नॉर्मल थे,neutral
936,इसलिए यह ya huh के लिए दयालु साफ होना चाहिए,neutral
14391,थैंक्स किस बात का मम्मी जी मुझसे बेटर सेक्रेटरी है।,neutral
10555,नही बट प्रसाद में अगर चूहा देंगे तो थुड़ा सा ओड नही लगेगा ना,neutral
5033,ओह लेकिन इससे पहले कि उसने मुझे थोड़ा जमी का एक रसदार शॉट दिया सिर्फ ताज पहनाया गया।,neutral
14777,मे ये केह रहा था की क्यून आप बात बढ़ा रहे है खा मा खा कन्फ्यूजन भड़ेगा,neutral
15151,नोट्स शायद इस्मेसे मुझे लोई कहानी मिल जाए यू कैरी ओन दुष्यंत,neutral
10273,मोम दाद मोनिशा रोसेश थे पार्टी इस कैंसल्ड।,neutral
7331,मैं फिर से उसके साथ जाना चाहता हूँ,neutral
8771,राइट तोह आई मीन मोनिशा होती तो अलग बात थी उस्से किस करने कौन आता लेकिन मैं तो अभी  की लगती हुन ना,neutral
16198,स्टॉप इट इंस्पेक्टर साहब जी आप क्या कर रहे हैं,neutral
14925,पकोड़े,neutral
8248,यह शब्द हंस था।,neutral
14703,हैं,neutral
9597,हेलो गाइज कूल इट बताओ गे भी क्या मुसीबत हुई है,neutral
8119,और क्रीम,neutral
16125,अरे भाई मोनिशा की पर्सनैलिटी पेर पूरी कविता लिखी है,neutral
8704,किसमी तोह मम्मी जी के साथ गई है ना नौकरी का इंटरव्यू देने,neutral
8107,हे आप उसे नहीं हैं।,neutral
11792,मंजूर है,neutral
2808,डर,neutral
14793,हाँ अब मेरी बारी है,neutral
10713,तो तुम शायद गलत घर में चली गयी होगी मोनिशा का घर हमारे सामने वाला अच्छा बताओ वाहन जाली हुई खिसड़ी की बदबू आ रही थी,neutral
6816,मेरा मतलब है कि,neutral
14136,सेल्फ डिफेंस के लिए,neutral
16217,पूछो द्रोपती मैं दूंगा तुम्हें हर प्रश्नों का उत्तर,neutral
3024,अब आपको दोगुना बोनस प्राप्त करने के बाद आपको उह एक कार्ड मिलता है।,neutral
7476,ठीक है मैं रुकूंगा।,neutral
15408,आप कहे तो मई अपने रूम के बाहर की नही निकालूंगा मोमा,neutral
14982,मिस्टर साहिल मैं आपसे नहीं मैं आपके कोरियोग्राफर से डिसअपॉइंटेड हुन उन्हें आपको इतने हार्ड स्टेप्स देने ही नहीं चाहिए थे इसलिए मैं आपको सिर्फ  पॉइंट्स देती हुन,neutral
4252,हाँ मैं बहुत लंबे समय तक उस पर पागल नहीं हो सकता।,neutral
558,फिर तुम एक दूसरे को जानते हो।,neutral
13764,ये एक ही आउटफिट है भाई ओक,neutral
96,यह मेरी शादी है।,neutral
10160,ओउफ इये बदन रंगीला बदन लचीला बदन शर्मिला बदन मेरी अंगराई मे है बेवफाई,neutral
7181,वे कहते हैं कि उन्हें केवल आधा टैंक छोड़ दिया गया है।,neutral
12395,तुमने बारगेन किया की नही,neutral
9455,व्हाट ओवरएक्टिंग करून भाई मैं अंडरप्ले मई मानता हूँ।,neutral
13886,फूफा जी अभी ताली मत बजाइए मई कहूंगा आपसे तब बजाइए,neutral
3991,हां हम उस पर हिलाते हैं। हाँ लेकिन मुझे विश्वास है कि वह सौदा कैसे सील करना चाहता था।,neutral
14536,तोह क्या मैने उसे कहा की ये मछली  रुपये से ज्यादा की नही है इसलिए वो साथ में मुझे मेंढक दे गया।,neutral
6598,उमhmm।,neutral
5351,धन्यवाद यह सब होगा।,neutral
4959,मैं किसी भी जगह पर गया कि उन्होंने सैंडविच बनाई थी,neutral
1132,जब वे पर्याप्त भूखे हैं तो वे आएंगे,neutral
2489,क्या आपने जॉय देखा है,neutral
9507,याह… याह तो मैं एक्सरसाइज के लिए इस्तेमाल करता हूँ।,neutral
11219,हा इसी लिए बा को पता नेही था के बापूजी गुजर गेये,neutral
9088,जी,neutral
1202,मैं आपसे पूछ रहा हूँ कि मैं क्या करूं,neutral
791,आओ मुझे एक अच्छा कारण दें कि आप क्यों नहीं जा सकते।,neutral
10997,हा बा,neutral
14611,तुम समझे नही दाद का कहने का मतलब ये है की तुम्हारी कविता का डिस्ट्रक्शन कर देना चाहिए दाद आप सोशल सर्विस क्यून नी ट्राई करते,neutral
2705,यह सिर्फ इसलिए है क्योंकि मैं वहां नहीं रह सकता।,neutral
1439,मैंने जीता,neutral
3373,आप जानते हैं कि लड़की मैंने आपको बताया कि कौन पफकेपेसी में रहता है,neutral
5692,हाँ और मेरी दादी को कैब में डालने और यह सुनिश्चित करने के लिए धन्यवाद कि वह होटल को सुरक्षित रूप से मिल गई।,neutral
6985,क्रिस्टन।,neutral
3480,हम अभी भी दरवाजे के इस हिस्से पर हैं।,neutral
11821,मोनिशा तुम्हरे यूएस हरभजन ताउ का और रोसेश का क्या संबंध है उसपे जल्दी आओ,neutral
5163,ठीक,neutral
13348,हाँ शाम को तुम्हारी  किताबे तोह बिकी थी ना,neutral
2115,मेरे पास सिर्फ यौन संबंध था।,neutral
2496,क्या मैं आपकी मदद कर सकता हूँ,neutral
12214,ओओछूऊ नीईडूओ नाआ,neutral
11982,ना अच्छा ना बुरा सो लेटएस स्टार्टआइटेंथ फेब्रुअरी,neutral
1096,मैं चाहता हूँ कि मैं नग्न था।,neutral
4782,गुड मॉर्निंग ड्रेक यह आपके भाई Stryker क्या आप मुझे सुन सकते हैं,neutral
3012,हमें हमेशा एक साथ रहना चाहिए।,neutral
3788,क्यों नहीं,neutral
15412,ओके,neutral
13211,हाँ,neutral
13561,तुम बस इंदु की तारीफ करते रहना मेरे साथ साथ थाटएस अल्ल,neutral
159,हे आप खाने या उह के लिए कुछ प्राप्त करना चाहते हैं क्या आप यह देखना चाहते हैं कि हम इस गेंद को वापस कब तक फेंक सकते हैं हुह,neutral
5536,अब ठीक है याद रखें जब आप संग्रहालय में जाते हैं तो मोनेट MONAY नहीं फैलता है।,neutral
15068,वेल वह तो ऊंची अवाज़ में बोलेगी ही ना उसका नाम क्या है,neutral
11331,ये झूठ सुधांशु ने मेरे आंखों मे आंख डाल कर कहा इन्द्रवर्धनफिर ढेरे से बोला मई तुम्हारी पेंटिंग बनाना चाहता हूविल यू बे माई म्यूज माया साराभाई,neutral
756,और कहीं रास्ते में उनमें से एक को यह महसूस करना चाहिए कि वे क्या करते हैं उन्होंने किया है और वे पूरी बात को बंद कर देते हैं।,neutral
15233,भाई दुष्यंत क्या पहन रहा है,neutral
6329,ओह ग्रीनपीस के लिए एक  घंटे का बैठना।,neutral
551,क्या आप नहीं महसूस कर रहे हैं,neutral
