,Unnamed: 0,Translated_Utterance,Emotion
6410,7889,ओह जॉय Sorry,surprise
6411,7890,उन्होंने आपको विभाग का प्रमुख बनाया,joy
6412,7892,ओह हे रैच यूएमएम सुनो,neutral
6413,7893,हाँ।,neutral
6414,7894,क्या आपको एक अच्छा रेस्तरां पता है,neutral
6415,7895,उह पॉल कैफे। उन्हें बहुत अच्छा भोजन मिला और यह वास्तव में रोमांटिक है।,neutral
6416,7896,ओह महान धन्यवाद,joy
6417,7897,हाँ ओह और उसके बाद आप उसे ले जा सकते हैं,neutral
6418,7898,आप निश्चित रूप से यौन संबंध बनाने के लिए कई तरीकों का नामकरण कर रहे हैं मैं,neutral
6419,7899,Ooh मैं डेटिंग याद आती है।,sadness
6420,7900,Gettin सभी पोशाक और एक फैंसी रेस्तरां के लिए जा रहा है।,neutral
6421,7901,मैं इतने लंबे समय तक ऐसा करने में सक्षम नहीं हूं और यह बहुत मजेदार है,joy
6422,7902,मेरा मतलब यह नहीं है कि एक सोलह पाउंड बच्चे को जन्म देने के बारे में चिंता करने वाले घर पर बैठे मज़ा नहीं है।,neutral
6423,7903,क्या,neutral
6424,7904,हुह,neutral
6425,7905,क्यों,neutral
6426,7906,क्या जॉय आप क्या करते हैं एक गर्भवती महिला के साथ डेट पर नहीं जाना चाहते हैं।,surprise
6427,7907,हाँ,joy
6428,7908,और हम बाहर जाना चाहते हैं हम एक अच्छा समय है और अपने बच्चे के जन्म और सीअनुभागों और और विशाल बच्चे के सिर बाहर खींच से दूर ले,joy
6429,7909,नमस्ते मैं क्या हूँ मैं I,joy
6430,7910,मैं,neutral
6431,7911,ठीक है,neutral
6432,7912,हाय,joy
6433,7913,हे,joy
6434,7914,Joey मैं कहता हूँ कि मैं सोच रहा हूँ,neutral
6435,7915,ओह तुम्हें पता है लेखन अच्छा था और निर्देशक अच्छा है और  और मेरे सहअभिनेता का अच्छा,joy
6436,7916,भगवान आपको कल क्या होता है,joy
6437,7919,ओह सब ठीक है मैं मोनिका से पूछ सकता हूं।,neutral
6438,7920,ओह उसे पेंच वह हिस्सा मेरा है,anger
6439,7921,ठीक है,neutral
6440,7922,ओके हैलो ड्रेक मैं आपको यहां देखने के लिए आश्चर्यचकित हूं।,surprise
6441,7923,मुझे विश्वास नहीं है कि आप उससे शादी कर सकते हैं।,surprise
6442,7925,तो हम क्या हम सब कुछ एक दूसरे के लिए महसूस करते हैं।,sadness
6443,7927,मैं कैसे कर सकता हूँ,surprise
6444,7928,मुझे पता है कि मैं आपको फिर से अपने हाथों में कभी नहीं पकड़ सकता या अपनी त्वचा को छू सकता हूं या अपने होंठ को महसूस करता हूं यह जानकर कि मैं आपको कभी प्यार नहीं करूंगा,sadness
6445,7929,मैं इसे कैसे स्वीकार कर सकता हूं,sadness
6446,7930,मैं कभी भी आपको फिर से चुम्बन नहीं कर सकता जब यह सब है तो मैं अभी आपको चुम्बन नहीं कर सकता।,sadness
6447,7931,मुझे चुंबन।,joy
6448,7932,क्या,surprise
6449,7933,आओ आपको पता है धन्यवाद। ओह आपको बड़ा आधा मिला। आप क्या चाहते हैं,joy
6450,7934,बड़ा आधा।,neutral
6451,7935,मैं एक टोस्ट का प्रस्ताव करना चाहूंगा।,joy
6452,7936,यहां थोड़ा टोस्ट डिंग।,joy
6453,7937,मुझे पता है कि यह धन्यवाद की तरह नहीं है कि आप सभी की योजना बनाई गई है लेकिन मेरे लिए यह वास्तव में बहुत अच्छा रहा है आपको पता है कि मुझे लगता है क्योंकि इसमें तलाक या प्रोजेक्टाइल उल्टी शामिल नहीं थी।,joy
6454,7939,इसलिए मुझे लगता है कि मैं क्या कहने की कोशिश कर रहा हूं कि मैं बहुत आभारी हूं कि आपके सभी धन्यवाद चूसा।,joy
6455,7940,यह इतना मीठा है।,joy
6456,7941,और हे यहाँ एक क्रिसमस के लिए है।,joy
6457,7942,और एक नया साल मुबारक।,joy
6458,7943,यहाँ,joy
6459,7944,अब पकड़ो,anger
6460,7945,पकड़ो,anger
6461,7946,देखो देखो आपकी बेटी और मुझे अपने हनीमून के लिए आज रात को छोड़ने की आवश्यकता है अब आप जानते हैं कि मैं उस हवाई अड्डे पर जाना चाहता हूँ और मुझे उम्मीद है कि वह क्या होगा,anger
6462,7951,कृपया मुझे वादा करें कि आप उसे बता देंगे।,sadness
6463,7953,मुझे बुलाओ।,neutral
6464,7954,आप बाथरूम में आधा अपना जीवन बिताते हैं क्यों नहीं आप कभी भी खूनी खिड़की से बाहर नहीं जा सकते,anger
6465,7955,क्या हुआ,surprise
6466,7956,खैर मैं क्या जानता हूँ,surprise
6467,7957,हम सो गए यह सब है।,neutral
6468,7958,हाँ। Yep हाँ। ठीक है अच्छी तरह से उह मैं बेहतर हूँ।,neutral
6469,7959,मुझे लगता है कि यह सबसे अच्छा होगा।,neutral
6470,7960,हाँ। सब ठीक है मैं बाद में आपसे बात करूँगा।,neutral
6471,7964,क्या आपके पास एक मिनट है मैं कुछ बुरा खबर है। मुझे नहीं लगता कि मैं तुल्सा में जा सकता हूं।,sadness
6472,7965,क्या,surprise
6473,7966,यह वास्तव में एक मजेदार कहानी है।,neutral
6474,7967,मैं इस सुबह बैठक में सो गया तो मैंने कहा कि मैं तुल्सा में चल रहा हूँ मैं वास्तव में नहीं जानता कि मैं क्या कह रहा था।,neutral
6475,7968,आप सो गए,surprise
6476,7969,लेकिन सिर्फ इसलिए क्योंकि मैं इस बैठक के बारे में चिंतित था क्या वह मजाकिया नहीं था,fear
6477,7970,आयरनी,surprise
6478,7971,एक प्रशंसक नहीं ठीक है।,neutral
6479,7972,देखें यहाँ बात है।,neutral
6480,7973,मैं घर गया और मेरी पत्नी को तुल्सा के बारे में बताया और वह नहीं जाना चाहता।,neutral
6481,7974,मैं तुल्सा से प्यार करता हूँ,joy
6482,7975,तुल्सा स्वर्ग है,joy
6483,7976,तुल्सा इटली है कृपया मुझे वहाँ नहीं जाना चाहिए,fear
6484,7978,नहीं,fear
6485,7979,देखो कैरोल मैं तुम्हें कैरोल कह सकता हूँ,neutral
6486,7984,मैं आपको तुल्सा से बुलाऊंगा।,neutral
6487,7985,नमस्ते।,neutral
6488,7986,हे,neutral
6489,7987,आप कैसे हैं,neutral
6490,7988,मैं बहुत बुरा नहीं हूँ। वास्तव में नीले रंग का मेरा रंग। आप कैसे जानते थे कि मैं यहाँ था,neutral
6491,7989,क्योंकि मैं मोनिका गेलर हूँ। यह मेरा क्रेडिट कार्ड था जिसका आप उपयोग कर रहे थे।,neutral
6492,7990,मुझे उम्मीद नहीं थी।,surprise
6493,7991,मैं चाहता हूँ कि आप जानना चाहते हैं यह मैं नहीं था जो आपको बताता था।,neutral
6494,7992,ओह धन्यवाद।,neutral
6495,7993,नहीं धन्यवाद आपने मुझे बहुत कुछ दिया है मेरा मतलब है अगर यह तुम्हारे लिए नहीं था तो मैं कभी नहीं गाना चाहता,joy
6496,7994,वास्तव में आपको केवल मेमो गाने के लिए मिला।,neutral
6497,7995,मैं सिर्फ इतना विश्वास नहीं कर सकता कि आप यहाँ हैं।,surprise
6498,7996,मैं क्या हूँ,sadness
6499,7999,उह  ओह Mindy आप इतने स्टुपिड हैं। ओह हम दोनों तो stupid हैं।,disgust
6500,8000,आपका क्या मतलब है,neutral
6501,8001,Smell परिचित,neutral
6502,8002,ओह,fear
6503,8003,ओह मैं बहुत दुखी हूँ।,sadness
6504,8004,मुझे नहीं मैं बहुत दुखी हूँ,sadness
6505,8005,हे मेरे।,surprise
6506,8006,ठीक है वहाँ कोई रास्ता नहीं है मैं एक शॉट प्राप्त कर रहा हूँ।,fear
6507,8007,शायद वे सुई ले सकते हैं और इसे मेरे मुंह में थक्का कर सकते हैं आप जानते हैं एक थक्का बंदूक की तरह।,fear
6508,8008,क्या मैं आपको सिर्फ एक मिनट के लिए देख सकता हूँ मेरे भाई के पास सुइयों के बारे में मामूली भय है।,neutral
6509,8009,क्या आपने उसे अपने थक्के के बारे में बताया,neutral
6510,8010,मेरे भाई पीएचडी जानना चाहते हैं कि क्या इस मौखिक रूप से इलाज करने का कोई तरीका है।,neutral
6511,8011,नहीं इन परिस्थितियों में यह एक इंजेक्शन होना चाहिए और अब होना चाहिए।,neutral
6512,8012,क्या,neutral
6513,8014,यह अच्छा है एक सीट है।,neutral
6514,8015,उम डॉक्टर कहते हैं कि यह एक सुई है।,neutral
6515,8016,क्या आपको सिर्फ़ ब्रेक होना चाहिए,neutral
6516,8017,क्या आप मुझे ऐसा कर सकते हैं,neutral
6517,8018,ठीक,neutral
6518,8019,ठीक Oh boy आप बहुत अच्छे हैं। क्या आप अपना हाथ तोड़ना चाहते हैं,neutral
6519,8020,हाँ,fear
6520,8021,ओके,neutral
6521,8022,ठीक है रॉस इसे इतना मुश्किल नहीं निचोड़ते।,neutral
6522,8023,हनी वास्तव में यह इतना कठिन नहीं निचोड़,anger
6523,8024,ओह रॉस,anger
6524,8025,चलो मेरे हाथ,anger
6525,8026,क्या तुम मुझे बहुत प्यार करते हो मुझे टिकट मिला ,joy
6526,8027,हे मेरे परमेश्वर मैं तुम्हें प्यार करता हूँ आप कैसे करते हैं,joy
6527,8028,Fortune,neutral
6528,8029,Oo जहां सीटें हैं,joy
6529,8030,उह मध्यम बालकनी।,neutral
6530,8031,तुम,anger
6531,8034,यह आपके अंदर की ताकत है जिसका अर्थ मेरे लिए सबसे ज्यादा है।,joy
6532,8035,तुम,joy
6533,8036,यही कारण है कि मैं चाहता हूँ कि मैं प्यार करता हूँ,joy
6534,8037,इसका मतलब मुझे कुछ नहीं है। आओ,anger
6535,8039, हे,neutral
6536,8040, आप क्या कर रहे हैं,neutral
6537,8042,नहीं आप,anger
6538,8043,मैं मैंने क्या किया मैं नहीं हूँ,sadness
6539,8044, ओह हाँ निश्चित रूप से आप क्या करते हैं,anger
6540,8045,नहीं,neutral
6541,8046,क्या आप एक छोटी राजकुमारी हैं डैडी मुझे एक पिज्जा खरीदते हैं। डैडी मुझे एक कैंडी कारखाना खरीदते हैं। डैडी,disgust
6542,8048, आपको लगता है कि आप एक गड़बड़ बना सकते हैं और कवरॉल में बड़ा आदमी यहां आ जाएगा और इसे साफ कर सकता है।,anger
6543,8049,क्यों,anger
6544,8050,ठीक है मैं,sadness
6545,8052,यह क्या है,neutral
6546,8053,ओह सही है कि लड़की का फोन नंबर।,neutral
6547,8055,यह कोई बड़ा सौदा नहीं है मेरा मतलब है कि यह उसका घर फोन नंबर है लेकिन Whoa,surprise
6548,8056,Whoawhoop मैं लगभग इस बच्चे को खो दिया,joy
6549,8058,धन्यवाद।,neutral
6550,8059,मैं क्या नहीं जानता,surprise
6551,8060,आपने उन्हें सब खोला,surprise
6552,8062,ओह हे आप मेरे मातापिता उपहार मिला,joy
6553,8063,हाँ। क्या है,neutral
6554,8066,हाँ। क्या टैग कहते हैं,neutral
6555,8068,मैं रच करता हूँ। मैं तुम्हारे लिए बहुत खुश हूँ।,joy
6556,8069,ओह वाह तुमने क्या किया,surprise
6557,8070,तो क्या आप कभी कभी कह सकते हैं कि यह कौन है,neutral
6558,8073,मैं नहीं हूँ,surprise
6559,8074,मैं उह यह वहाँ विशेष रूप से अगर आप एक माँ हैं बाहर एक डरावना दुनिया,fear
6560,8076,क्या,neutral
6561,8077,तो राहेल ग्रीन क्या आप मुझसे शादी करेंगे,joy
6562,8078,धन्यवाद।,neutral
6563,8079,अगर मैं क्या कर सकता हूँ,anger
6564,8080,क्या मैं उसे विश्वास नहीं कर सकता,disgust
6565,8081,अब मोनिका मैं तुम्हें पता है upset लेकिन क्या भूल जाओ,neutral
6566,8082,वहाँ एक शादी होने जा रहा है आप गुलदस्ता फेंकने के लिए जा रहे हैं और,neutral
6567,8083,पेरिस,neutral
6568,8084,हम Rue de la पर एक moonlit चलना होगा।,neutral
6569,8085,बात करते रहो।,neutral
6570,8086,फिर हम बिस्तर पर गुलाब पैडल छिड़केंगे और प्यार करेंगे। सिर्फ इसलिए नहीं क्योंकि यह रोमांटिक है लेकिन क्योंकि मैं कर सकता हूँ,joy
6571,8087,मैं तुम्हें प्यार करता हूँ,joy
6572,8088,हाँ,joy
6573,8089,मैं फिर से जीतता हूँ,joy
6574,8090,हे,joy
6575,8091,यही कारण है कि  रुपये की तरह आप मुझे owe,joy
6576,8092,Whoohoo,joy
6577,8093, जो बिजली की लूट है,joy
6578,8094,कौन हो,joy
6579,8095,मैं कुछ भोजन खरीदता हूँ।,neutral
6580,8097,आप गंभीर,surprise
6581,8099,नमस्ते,joy
6582,8100,ओके,neutral
6583,8101,यहाँ हम जाते हैं। Ready,neutral
6584,8104,कौन है,surprise
6585,8106,मैं बहादुर हूँ,fear
6586,8107,I am brave,fear
6587,8108,कोई नहीं,fear
6588,8109,क्या आप मुझे बता सकते हैं कि कौन क्या है,neutral
6589,8110,हाय,joy
6590,8111,नमस्ते। क्या आपको पता है कि क्या समय है,neutral
6591,8112,यह कैंडी समय मेरे रूममेट कहते हैं कि वे स्वर्ग की छोटी बूंदों की तरह स्वाद लेते हैं।,joy
6592,8113,ओह कृपया क्या आप जानते हैं स्वर्ग की छोटी बूंदें।,joy
6593,8114, बजे,neutral
6594,8115,तो मैं कुछ कैंडी प्राप्त कर सकता हूँ,neutral
6595,8116,हममें से कुछ को क्षमा करना चाहिए लेकिन हममें से कुछ को क्षमा करना चाहिए।,neutral
6596,8117,Umm सुनो मैं खेद है लेकिन मैं सुबह में कुछ पहली चीज़ डालूँगा।,sadness
6597,8118,ठीक है मैं बाद में स्विंग करूँगा। क्या आप इस इमारत में रहते हैं,neutral
6598,8119,उमhmm।,neutral
6599,8120,एमएम मैं तुम्हें याद करता हूँ,surprise
6600,8121,To make a night,neutral
6601,8123,जब तक वह यहां पढ़ता है और वह,neutral
6602,8124,क्या आप चाहते हैं,neutral
6603,8125,तो मैं उह मैंने सिर्फ निर्देशक से बात की। यही कारण है कि हम,neutral
6604,8126,क्या हम इस दृश्य को समाप्त कर चुके हैं,surprise
6605,8127,हाँ आप अद्भुत थे।,joy
6606,8128,जैसा तुम थे।,neutral
6607,8129,इसलिए मुझे आपकी कार मिली यह,neutral
6608,8130,क्यों क्या हम दिन के लिए कर रहे हैं,surprise
6609,8131,क्या आपने मुझे बताया,neutral
6610,8133,नहीं हमें मिला आओ यहाँ हम जाते हैं।,fear
6611,8135,इनके बारे में क्या ये वही दिखते हैं,neutral
6612,8136,निश्चित रूप से,joy
6613,8137,एक दूसरे के रूप में नहीं,neutral
6614,8138,ओह फिर नहीं।,neutral
6615,8139,हे,joy
6616,8141,क्या आप तैयार हैं,neutral
6617,8142,हाँ।,neutral
6618,8143,आप अद्भुत लगते हैं। मैं दुनिया में सबसे भाग्यशाली आदमी हूँ।,joy
6619,8144,ओह आप थोड़ा भाग्यशाली होने के बारे में हैं।,joy
6620,8145,मुझे बालियां देखिए।,neutral
6621,8146,ओह शहद बालियां,neutral
6622,8147,वे बहुत अच्छे लगते हैं क्या आपके प्रेमी का सबसे अच्छा स्वाद है,joy
6623,8148,मेरे प्रेमी वास्तव में अच्छा स्वाद है,joy
6624,8149,बालियों को चुनने के लिए धन्यवाद।,neutral
6625,8150,मिमी,neutral
6626,8151,मुझे पता है कि वहाँ कोई छेद नहीं है मुझे वास्तव में उस तस्वीर को पसंद है।,neutral
6627,8152,हे मेरे परमेश्वर इसे देखो,surprise
6628,8153,लेकिन वहाँ,neutral
6629,8154,मैं क्या करता हूँ तार आपके सिर में ढीले हो गए हैं,anger
6630,8155,मैंने सोचा कि अगर मैं तार का पालन कर सकता हूं तो मुझे पता चल सकता है कि यह क्या था।,neutral
6631,8157,नहीं यह उस बेसबोर्ड के पीछे वापस गायब हो जाता है। एक मिनट के लिए मैंने सोचा कि यह डाउनस्टेयर हो गया।,neutral
6632,8158,लेकिन यह नहीं था हाय,neutral
6633,8159,हे मेरे परमेश्वर।,surprise
6634,8160,हैलो प्रिय।,neutral
6635,8161,हैलो श्रीमती Chatracus।,neutral
6636,8162,ओके हर कोई स्पष्ट है हम अब हम सभी की जरूरत है टीमवर्क ठीक है हम,neutral
6637,8163,रॉस मैं वास्तव में क्या सोचते हैं,neutral
6638,8164,लिफ्ट और स्लाइड,joy
6639,8165,यहाँ हम जाते हैं।,neutral
6640,8166,सब ठीक है उठाओ और स्लाइड,joy
6641,8167,सभी सही कार्ल हम आगे हैं। क्या है,neutral
6642,8168,अन्य,neutral
6643,8169,यह सही है क्या आप नहीं करते,neutral
6644,8170,ठीक है मैं,neutral
6645,8171,मेरा मतलब है मुझे एहसास है कि उसकी भावनाओं को पूरी तरह से दूर नहीं जा सकता है लेकिन,sadness
6646,8173,मैं बहुत दुखी हूँ मैं,sadness
6647,8174,गुडबाय मोनिका मैं आपको उसके साथ खुशी का जीवनकाल चाहता हूं।,sadness
6648,8175,चांदलर तुम मुझे बुलाओ जब यह pooper में चला जाता है।,neutral
6649,8176,हाँ,neutral
6650,8177,मैं अपने समान हाथ जुड़वां पाया,joy
6651,8178,ओह,neutral
6652,8179,नहीं,neutral
6653,8180,लेकिन वह अभी यहां आया,surprise
6654,8181,वह जॉय था,neutral
6655,8182,मुझे आश्चर्य है कि वह कहाँ है। यह इतना अजीब है।,neutral
6656,8183,हाँ ठीक है वह शायद रिचर्ड से बात कर रही है।,neutral
6657,8184,क्या आप इसे रोक सकते हैं,anger
6658,8185,क्या आप चाहते हैं कि वह पहली बात है कि वह रिचर्ड के साथ उसके दोपहर के भोजन से वापस आई,neutral
6659,8186,वह उसके लिए कुछ भी महसूस नहीं करती थी।,neutral
6660,8188,वास्तव में,surprise
6661,8190,ओके,neutral
6662,8191,अच्छा मुझे वास्तव में टोपी पहनना शुरू करना चाहिए,neutral
6663,8192,मुझे क्या करना चाहिए,neutral
6664,8193,मेरा मतलब है मैं एक आदमी को घर लाती हूं और पांच मिनट के भीतर वे उस पर हैं।,disgust
6665,8195,सुनो।,neutral
6666,8196,जैसा कि किसी ने बुरा गोमांस के अपने निष्पक्ष हिस्से से अधिक देखा है मैं आपको बताऊंगा यह ऐसी भयानक बात नहीं है।,neutral
6667,8197,मेरा मतलब है वे आपके दोस्त हैं वे सिर्फ तुम्हारे बाद देख रहे हैं।,neutral
6668,8198,मुझे पता है। मैं चाहता हूँ कि एक बार मैं एक आदमी को घर में लाना चाहता हूँ जिसे वे वास्तव में पसंद करते हैं।,sadness
6669,8199,ठीक है अगर वे कभी आदमी से मिलने के लिए नहीं जाते हैं तो आप उस घटना की बाधाओं को महसूस करते हैं।,neutral
6670,8201,वैसे भी मुझे जाना चाहिए। ओके,neutral
6671,8202,हे स्वीटी।,neutral
6672,8203,हाय स्वीटी। तो क्या था,neutral
6673,8204,मैं आपको नहीं बता सकता। यह एक रहस्य है।,neutral
6674,8206,ईमेल लेकिन अभी भी नहीं।,neutral
6675,8207,मैं गंभीर हूँ हम एक दूसरे को बताने चाहिए,neutral
6676,8208,वास्तव में क्यों,neutral
6677,8209,ओह नहीं मैं क्या कर सकता हूँ,fear
6678,8210,यदि आप मुझे बताते हैं तो मैं आपको बता दूँगा कि Phoebe ने क्या कहा है।,neutral
6679,8211,ओके,neutral
6680,8212,ओके,neutral
6681,8213,तो रॉस और मैं के लिए जा रहे हैं,neutral
6682,8214,हे मेरे परमेश्वर। वह फेंकता है,disgust
6683,8215,नहीं उन्होंने फेंकने के दक्षिण में थोड़ा शहर का दौरा किया। तो क्या है,neutral
6684,8216,Oh Phoebe से नैन्सी थॉम्पसन पुराने मालिश स्थान को निकाल दिया जा रहा है।,neutral
6685,8218,यह सही है आप बेकार हो जाते हैं  कृपया मुझसे शादी करो।,joy
6686,8219,अहम ओह अच्छा,joy
6687,8222,मैं तुम्हें जानता हूँ,neutral
6688,8223,आप क्या कर रहे हैं,neutral
6689,8226,अभी तक नहीं। लेकिन ऑडिशन वास्तव में अच्छा हो गया।,joy
6690,8227,इसके लिए क्या था,neutral
6691,8228,ओह यह इन तीन इतालवी भाइयों के बारे में यह बड़ा बजट अवधि फिल्म है जो सदी के अंत में अमेरिका आए।,neutral
6692,8229,यह वास्तव में उत्तम दर्जे का है,joy
6693,8230,ओह और निर्देशक अगले मार्टिन स्कोर्सी होना चाहिए।,joy
6694,8231,अगला,neutral
6695,8232,Yeah वहाँ शिकागो से इस आदमी कौन अगले मार्टिन Scorcese सब ठीक होना चाहिए,neutral
6696,8233,लेकिन फिर यह लड़का उसके बाद सही है।,neutral
6697,8234,नमस्कार,joy
6698,8235,वह मुझसे प्यार करता था,joy
6699,8236,हे मेरे परमेश्वर,joy
6700,8237,क्या आप मुझे धोखा दे रहे हैं मैं कभी भी बिना किसी फिल्म को किराए पर नहीं लेता ओह Uh okay uh मुझे तुम्हें वापस बुलाते हैं।,surprise
6701,8238,क्या,neutral
6702,8239,वे चाहते हैं कि मुझे पूरी तरह से फिल्म में नग्न होना चाहिए,surprise
6703,8240,वाह,surprise
6704,8242,दादी,joy
6705,8244,क्या बेशक मैंने किया आप उह आप स्लीपी स्लीपरसन के बगल में बैठे थे।,surprise
6706,8245,कौन,neutral
6707,8246,ओह उह मुझे हर किसी को याद रखने में परेशानी थी,neutral
6708,8247,जैसा कि आप के दूसरे पक्ष में लड़का स्मेली वॉन ब्राउनशर्ट था।,neutral
6709,8248,ओह तो तुम मेरे लिए एक nickname,neutral
6710,8249,Umm नहीं।,neutral
6711,8250,हाँ यह क्या था,surprise
6712,8251,Umm its Cutie McPretty,neutral
6713,8252,क्या है,joy
6714,8253,सुनो मैं चाहता हूँ कि मैं क्या कहता हूँ,joy
6715,8254,Y जानने के लिए कैसे पहले आपने कहा कि यह अजीब हो सकता है पूरे छात्र शिक्षक की बात और मुझे लगता है कि यह भी होगा लेकिन यह नहीं।,surprise
6716,8256,डॉ गेलर,joy
6717,8257,Burt,joy
6718,8258,ठीक है इसलिए हमें कुछ अच्छी अस्वीकृति मिली बहुत सारी चीजें काम करने के लिए।,neutral
6719,8259,ओके गोली मारो।,neutral
6720,8260,ओके उम ओह चिड़ियाघर वाणिज्यिक।,neutral
6721,8263,क्या,neutral
6722,8264,उम ऑफब्रॉडवे प्ले लोगों ने कहा कि आप सुंदर लेकिन डंब थे। ,neutral
6723,8265,ओह,sadness
6724,8266,ओह कोई इंतजार नहीं मुझे माफ़ी है यह प्रीटी डंब है। ,neutral
6725,8267,हे,neutral
6726,8268,कैसे पागल है,neutral
6727,8269,ओह अच्छी तरह से वह स्वादिष्ट है। हमने थोड़ा चुम्बन किया।,joy
6728,8270,क्या आप कर रहे हैं,surprise
6729,8272,फ़िब्स यह लड़का आपकी बहन के साथ जुनूनी रहा है क्योंकि भगवान जानते हैं कि कितने समय तक ठीक है आप सिर्फ इस तरह कुछ नहीं देते हैं।,disgust
6730,8273,देखो उन्होंने मुझे अपनी रात दृष्टि चश्मे और सब कुछ दिया।,joy
6731,8274,आप एक आदमी के शब्द को ले रहे हैं जिनके पास रात दृष्टि चश्मे हैं,surprise
6732,8275,क्या वह अभी भी उसके पीछे नहीं है। क्या आपको लगता है कि वह अभी भी उसके पीछे है,surprise
6733,8276,Pheebs जागना और संयम आदेश गंध।,disgust
6734,8277,मुझे क्या करना चाहिए,neutral
6735,8278,मुझे लगता है कि अगर आप वास्तव में इस लड़के को पसंद करते हैं तो आपको बस उस पर भरोसा करना चाहिए।,neutral
6736,8279,धन्यवाद मोनिका।,joy
6737,8280,Orrr आप उसका अनुसरण कर सकते हैं और देख सकते हैं कि वह कहाँ जाता है।,neutral
6738,8282,हे लोग इसे बाहर की जाँच करें मेरी माँ ने मुझे कागज भेजा,joy
6739,8283,ओह चलो,joy
6740,8284,अहम,surprise
6741,8285,Ah,surprise
6742,8286,वह,surprise
6743,8287,नहीं,neutral
6744,8288,तो उह,neutral
6745,8289,वह है,joy
6746,8290,हमारे सितारे,joy
6747,8291,तो क्या,neutral
6748,8292,लगभग उतना ही अच्छा है जितना कि देखने पर दो नग्न लड़कियों के साथ खेलते हैं।,joy
6749,8293,मैं उस में नहीं था।,sadness
6750,8294,Wow मैं एक पुराने भारतीय महिलाओं की भावना मेरे जीवन में रहने के लिए है।,neutral
6751,8296,मेलमैन downstairs था इसलिए मैंने अपने मेल को लाया।,neutral
6752,8297,ओह अच्छा। धन्यवाद।,neutral
6753,8298,अब Fabutec क्या है,neutral
6754,8299,ठीक है सब ठीक है मुझे बहुत ज्यादा न्याय नहीं है।,fear
6755,8300,ओके,neutral
6756,8301,Um लेकिन मैं इस जानकारीmercial देखा और um मैं तुमसे पहले टीवी पर कभी नहीं खरीदा है इस mop को छोड़कर।,neutral
6757,8302,लेकिन वहाँ पैर वैक्सिंग पर यह सामान था यह सिर्फ इतना अद्भुत लग रहा था।,joy
6758,8303,वैक्सीन ,surprise
6759,8304,हाँ क्या आपने इसे देखा है,surprise
6760,8305,ओह यह अविश्वसनीय है मैं तो एक वैक्सीन लड़की बनना चाहता हूं।,joy
6761,8306,मैं जानता हूँ,joy
6762,8307,परमेश्वर। क्या यह वास्तव में करता है कैसे वे ऐसा कर सकते हैं,fear
6763,8308,नमस्कार कार्बनिक पदार्थ हाल ही में बारिश जंगल की गहराई में खोजा,joy
6764,8309,उनके पास वहाँ सबसे अच्छा सामान है।,neutral
6765,8310,कोमिन के माध्यम से। चाल चाल।,anger
6766,8312,हाँ ठीक है अब आप दयालु नहीं हैं।,disgust
6767,8315,क्या,surprise
6768,8316,कोई suds कोई बचा नहीं है। ठीक है,anger
6769,8317,क्या है,neutral
6770,8318,हाय उह कुछ नहीं। उस भयानक महिला ने सिर्फ मेरी मशीन ली।,disgust
6771,8319,क्या आपकी टोकरी सबसे ऊपर थी,neutral
6772,8320,हाँ लेकिन कोई सूद नहीं था।,neutral
6773,8321,तो,neutral
6774,8322,ठीक है तुम्हें पता है कोई suds कोई बचा नहीं है।,neutral
6775,8323,कोई suds मुझे क्षमा करें एक सेकंड पर पकड़ो। यही मेरी दोस्त की मशीन है।,anger
6776,8325,हे हे हे हे यह नियम नहीं है और आप इसे जानते हैं।,anger
6777,8326,क्योंकि यह अच्छा पैसा है लेकिन यह इस तथ्य को नहीं बदलता कि यह एक बुरा रक्त चूसने वाला कॉर्पोरेट मशीन है,anger
6778,8327,खैर मुझे लगता है कि यह काम करने के लिए एक महान जगह है,joy
6779,8329,varrrroom,joy
6780,8330,हे,joy
6781,8331,यह महिला देखो,anger
6782,8332,varrrrrrrrom,joy
6783,8333,Heyhey good lookin,joy
6784,8334,Varrrrrrrroom,joy
6785,8335,ठीक है मैं,sadness
6786,8336,मेरा बिस्तर इतनी उबाऊ है।,sadness
6787,8339,मेरा मतलब है।,neutral
6788,8342,और मैं,anger
6789,8343,ठीक है मुझे पता नहीं है कि अब क्या करना है।,sadness
6790,8346,मैं,neutral
6791,8347,Joey stuffing ,neutral
6792,8348, आपका निजी सबसे अच्छा Ros एक लेता है,surprise
6793,8349,तुम कहाँ थे,neutral
6794,8350,ओह एक तारीख पर। Yeah मैं इस लड़की को ट्रेन पर एक संग्रहालय upstate करने के लिए जा रहा था।,neutral
6795,8351,ओह हाँ कैसे आप उससे मिलने,surprise
6796,8352,ओह जो संग्रहालय,neutral
6797,8353,नहीं उसका जवाब दें।,neutral
6798,8354,ठीक है यह ट्रेन के पीछे सिर्फ मेरे और उसके थे और मैं दरवाजे के पास बैठे थे इसलिए उसे अगर वह कारों को स्विच करना चाहता था तो मुझे पास करना होगा।,joy
6799,8355,वह पूरी तरह से मेरी दया पर थी।,joy
6800,8357,नहीं मैं मैं वापस जा रहा हूँ क्योंकि वह Poughkeepsie में रहता है।,neutral
6801,8360,हो गया मैंने किया कौन,joy
6802,8362,आपका परिवार क्यों है,neutral
6803,8363,वह हमारी शादी में नहीं खेल सकता,anger
6804,8364,मेरा मतलब है कि हर कोई छोड़ देगा,anger
